RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1223504	18/08/2005	-4435.27	aud-4016	S5880991	10/08/2005	81390			1	incorr.chge.inv.507369
o1223504	2/11/2004	13269.08	aud12038.72	5073693	13/10/2004	75658			1	2005                 !2
o1223504	12/12/2003	12850.22	aud11146.96	4133910	9/12/2003	70053			1	2004                 !2
o1223504	29/05/2003	10761.14	aud9438.77	3736787	7/05/2003	66361			1	2003                 !21
o1229298	11/01/2021	18711.2	usd13229.07	70651231	1/01/2021	140821	1/01/2021	31/12/2021	1	2021
o1229298	9/01/2020	20145.23	usd13229.07	70603356	1/01/2020	138937	1/01/2020	31/12/2020	1	2020
o1229298	30/01/2019	18682.28	usd12623.16	70552778	4/12/2018	137064	1/01/2019	31/12/2019	1	2019
o1229298	25/01/2018	16140.3	usd12045	70498559	22/12/2017	134596	1/01/2018	31/12/2018	1	2018
o1229298	7/12/2016	13225.31	usd9242	70431190	4/11/2016	131624	1/01/2017	31/12/2017	1	2017
o1229298	7/01/2016	13591.46	usd8930	70376449	31/12/2015	129052	1/01/2016	31/12/2016	1	2016
o1229298	9/02/2015	10907.33	usd8475	70326785	31/01/2015	126294	1/01/2015	31/12/2015	1	2015
o1229298	7/01/2014	9818.56	usd8048	70255568	1/01/2014	122418			1	2014
o1229298	5/02/2013	9198	usd7665	70202567	30/01/2013	119247			1	2013
o1229298	24/11/2011	9966.6	usd7350	70153390	17/11/2011	114653			1	2012
o1229298	13/12/2010	9858.8	usd7000	70118915	6/12/2010	110593			1	2011
o1229298	19/01/2010	11713.38	usd6793.91	70086057	9/01/2010	106931			1	2010
o1229298	7/04/2009	11525.68	usd6660.7	70053921	11/03/2009	103044			1	2009
o1229298	28/11/2007	8230.15	usd6196	81517198	13/11/2007	95695			1	2008
o1229298	29/11/2006	8890.71	usd5900	91367908	8/11/2006	90113			1	2007
o1229298	15/12/2005	8050.88	usd5594	1218016	11/11/2005	83960			1	2006
o1229298	3/02/2005	7612.5	usd5353	91003402	3/11/2004	77514			1	2005
o1229298	26/11/2003	7920.09	usd5024.8	845988	20/10/2003	69727			1	2004
o1229298	7/08/2003	4931.08	usd2832	90765000	6/06/2003	67564			1	6/03-12/03
o1230754	24/07/2019	34.79		2822	23/07/2019	138155	1/07/2019	30/06/2020	1	Jul19-Jun20\
o1230754	23/05/2018	34.79		5764	1/05/2018	135487	1/07/2018	30/06/2019	1	Jul18-Jun19\
o1230754	25/05/2017	34.79		5764	23/05/2017	132849	13/05/2017	12/05/2018	1	13May17-12May18\
o1230754	9/05/2016	34.79		5764	6/05/2016	130004	13/05/2016	12/05/2017	1	13May16-12May17\
o1230754	10/08/2015	34.79		5764	4/08/2015	127941	13/05/2015	12/05/2016	1	13May15-12May16\
o1230754	6/06/2014	34.79		5764	28/05/2014	123898	13/05/2014	12/05/2015	1	13May14-12May15\
o1230754	30/08/2013	34.79		2164	28/08/2013	121380			1	13May13-12May14\
o1230754	25/05/2012	34.79		1960	21/05/2012	116793			1	2012\
o1230754	16/05/2011	43.48		Member ID:5764	9/05/2011	112281			1	5/11-4/12\
o1230754	27/04/2010	44.44		BN280410	16/04/2010	108114			1	5/10-4/11\
o1230754	11/05/2009	50		HB1105-1	7/05/2009	103492			1	5/09-4/10 Visa\
o1230754	27/08/2008	50		HB2708-1	21/08/2008	99687			1	5/08-4/09 Visa\
o1230754	29/05/2007	50		HB2905-4	22/05/2007	92756			1	5/07-4/08\
o1230754	23/05/2006	50		 	17/05/2006	86831			1	5/06-4/07\
o1230754	31/05/2005	50		 	23/05/2005	79749			1	5/05-4/06\
o1230754	6/04/2004	50		  	6/01/2004	71979			1	1 year\
o1232390	14/01/2021	10183.68	usd7200	7197624	1/01/2021	140873	1/01/2021	31/12/2021	1	2021
o1232390	28/02/2020	11339.58	usd7059	7187438	22/11/2019	139381	1/01/2020	31/12/2020	1	2020
o1232390	17/01/2019	10044.76	usd6787	7175498	7/11/2018	136861	1/01/2019	31/12/2019	1	2019
o1232390	18/01/2018	8744.84	usd6526	7165853	20/12/2017	134552	1/01/2018	31/12/2018	1	2018
o1232390	12/01/2017	9199.15	usd6275	7153461	1/01/2017	131865	1/01/2017	31/12/2017	1	2017
o1232390	18/12/2015	9124.39	usd5995	7139080	11/12/2015	128984	1/01/2016	31/12/2016	1	2016
o1232390	28/10/2014	7348.77	usd5710	7122756	22/10/2014	125453	1/01/2015	31/12/2015	1	2015
o1232390	17/12/2013	6687.51	usd5437	7110693	13/12/2013	122343			1	2014
o1232390	30/11/2012	5266.8	usd3960	7096394	21/11/2012	118721			1	2013
o1232390	12/12/2011	3638.09	usd2805	7087066	9/12/2011	114931			1	2012
o1232390	14/12/2010	3619.59	usd2570	7078168	19/11/2010	110605			1	2011
o1232390	22/12/2009	4241.29	usd2460	7071269	11/12/2009	106727			1	2010
o1232390	2/12/2008	3232.96	usd2360	7059341	12/11/2008	101290			1	2009
o1232390	6/12/2007	3097		0039810	29/11/2007	95823			1	2008\
o1232390	11/04/2007	3018		0038047	21/03/2007	92059			1	2007\
o1232390	22/03/2006	2984	nzd2984	0035598	10/03/2006	85792			1	2006
o1232390	23/02/2005	2739		0033044	11/02/2005	77880			1	2005\
o1232390	14/01/2004	3098		0030107	17/12/2003	70479			1	2004\
o1232390	13/08/2003	1989		0029528	6/08/2003	67672			1	7/03-12/03\
o1232510	10/07/2003	62.6	usd20.77	PF-OP182	10/07/2003	67026				Prepaid(VISA)
o1232840	9/03/2021	270.22		cg422	8/03/2021	141302			1	\
o1232840	9/03/2020	270.22		22048	9/03/2020	139449	1/01/2020	1/01/2021	1	"2020 v.1,2&3,4\"
o1232840	21/03/2019	270.22		16476	19/03/2019	137409	13/03/2019	12/03/2020	1	"2019 v.1,2&3,4\"
o1232840	2/02/2018	270.22		10800	1/02/2018	134720	1/01/2018	31/12/2018	1	"2018 v.1,2&3,4\"
o1232840	28/02/2017	270.21		GIN012891	22/02/2017	132179	1/01/2017	31/12/2017	1	"2017 v.1,2&3,4\"
o1232840	24/02/2016	270.22		GIN007919	23/02/2016	129428	1/01/2016	31/12/2016	1	"2016 v.1,2,3&4\"
o1232840	18/07/2014	270.21		512575	16/07/2014	124316	1/09/2014	31/08/2015	1	"v.1,2,3&4 Sep14-Aug15\"
o1232840	8/07/2013	270.21		512575	5/07/2013	120844			1	"v.1,2,3 & 4 Sep13-Aug14\"
o1232840	10/07/2012	68.44		512575	5/07/2012	117277			1	v.4 Sep12-Aug13\
o1232840	10/07/2012	124.44		512575	5/07/2012	117277			1	v.2&3 Sep12-Aug13\
o1232840	10/07/2012	77.33		512575	5/07/2012	117277			1	v.1 Sep12-Aug13\
o1232840	13/07/2011	68.44		HP13.07.11	7/07/2011	113041			1	v.4 8/11-7/12\
o1232840	13/07/2011	124.44		HP13.07.11	7/07/2011	113041			1	v.2&3 8/11-7/12\
o1232840	13/07/2011	77.33		HP13.07.11	7/07/2011	113041			1	v.1 8/11-7/12\
o1232840	12/07/2010	48.89		HP12.07.10	8/07/2010	108917			1	v.4 8/10-7/11\
o1232840	12/07/2010	124.44		HP12.07.10	8/07/2010	108917			1	v.2&3 8/10-7/11\
o1232840	12/07/2010	48.89		HP12.07.10	8/07/2010	108917			1	v.1 8/10-7/11\
o1232840	10/07/2009	48.89		512575	8/07/2009	104341			1	v.4 8/09-7/10\
o1232840	10/07/2009	124.44		512575	8/07/2009	104341			1	v.2&3 8/09-7/10\
o1232840	10/07/2009	48.89		512575	8/07/2009	104341			1	v.1 8/09-7/10\
o1232840	29/07/2008	48.89		512575	24/07/2008	99269			1	v.4 8/08-7/09 VISA\
o1232840	29/07/2008	124.44		512575	24/07/2008	99269			1	v.2&3 8/08-7/09 VISA\
o1232840	29/07/2008	48.89		512575	24/07/2008	99269			1	v.1 8/08-7/09 VISA\
o1232840	31/07/2007	48.89		HB3107-1	24/07/2007	93631			1	v.4 8/07-7/08 VISA\
o1232840	31/07/2007	124.44		HB3107-1	24/07/2007	93631			1	v.2 & 3 8/07-7/08 VISA\
o1232840	31/07/2007	48.89		HB3107-1	24/07/2007	93631			1	v.1 8/07-7/08 VISA\
o1232840	19/07/2006	48.89		 	6/07/2006	87925			1	v.4 8/06-7/07 VISA\
o1232840	19/07/2006	124.44		 	6/07/2006	87925			1	v.2&3 8/06-7/07 VISA\
o1232840	19/07/2006	48.89		 	6/07/2006	87925			1	v.1 8/06-7/07 VISA\
o1232840	19/07/2005	97.78		 	19/01/2005	80708			2	v.4 2005\
o1232840	19/07/2005	248.88		 	19/01/2005	80708			2	v.2 & 3 2005\
o1232840	19/07/2005	97.78		 	19/01/2005	80708			2	v.1 2005\
o1232840	20/07/2004	97.78		TRG 512575	12/07/2004	73726			2	v.4 2004\
o1232840	20/07/2004	248.88		TRG 512575	12/07/2004	73726			2	Vol.2 & 3 2004\
o1232840	20/07/2004	97.78		TRG 512575	12/07/2004	73726			2	Vol.1 2004\
o1232840	14/08/2003	8.89		 	14/01/2003	67681			2	\
o1232840	16/07/2003	-30.5		260503	30/06/2003	67156			2	cr.for prev. sub.\
o1232840	16/07/2003	204		 	17/06/2003	67155			2	v.4\
o1232840	16/07/2003	204.44		 	17/06/2003	67154			2	v.1\
o1232840	16/07/2003	515.54		  	19/06/2003	67153			2	vols.2&3\
o1235433	11/01/2021	62375.03	usd44100	70651231	1/01/2021	140821	1/01/2021	31/12/2021	1	2021
o1235433	9/01/2020	67155.47	usd44100	70603356	1/01/2020	138937	1/01/2020	31/12/2020	1	2020
o1235433	29/01/2019	62160	usd42000	70552784	4/12/2018	137026	1/01/2019	31/12/2019	1	2019
o1235433	24/11/2017	55320	usd40000	70488279	25/10/2017	134145	1/01/2018	31/12/2018	1	2018
o1235433	7/12/2016	54418.07	usd38028	70430508	1/11/2016	131621	1/01/2017	31/12/2017	1	2017
o1235433	5/04/2016	55385.58	usd36390	70379664	1/01/2016	129739	1/01/2016	31/12/2016	1	2016
o1235433	26/02/2015	46925.76	usd34915	70329230	25/02/2015	126504	1/01/2015	31/12/2015	1	2015
o1235433	7/01/2014	40946.86	usd33563	70255568	1/01/2014	122418			1	2014
o1235433	5/02/2013	38358	usd31965	70202567	30/01/2013	119247			1	2013
o1235433	24/11/2011	42080.75	usd31033	70153390	17/11/2011	114653			1	2012
o1235433	13/12/2010	41625.26	usd29555	70118915	6/12/2010	110593			1	2011
o1235433	19/01/2010	49466.58	usd28691.25	70085977	9/01/2010	106928			1	2010
o1235433	13/01/2009	37432.52	usd27325	70045437	10/12/2008	101763			1	2009
o1235433	19/12/2007	33616.51	usd26023	25079	13/12/2007	96090			1	2008
o1235433	16/01/2007	36370.06	usd24782	21386	21/12/2006	90798			1	2007
o1235433	25/01/2006	33193.25	usd22440	18112	15/12/2005	84624			1	2006
o1235433	25/05/2005	27887.86	usd19502	15646	26/04/2005	79656			1	2005
o1235433	13/08/2003	6321.28		10093484	1/08/2003	67677			1	Aggregate service fee\
o1235433	13/08/2003	33186.72		10093484	1/08/2003	67677			1	Monthly info fee 8/03-12/04\
o1236045	16/03/2016	22.5		NZCA2016	9/03/2016	129651	1/01/2016	31/12/2016	1	2016\
o1236045	7/08/2012	120		NZCA	6/08/2012	117574			1	2011 & 2012\
o1236045	11/05/2010	60		HP110510	6/05/2010	108239			1	2009\
o1236045	26/01/2010	60		HB2601-6	26/01/2010	107074			1	2010\
o1236045	23/05/2007	60		HB235-8	1/05/2007	92680			1	2007\
o1236045	1/12/2005	60		  	1/01/2005	83565			1	2004-05\
o1236462	13/01/2021	9335.04	usd6600	OA-62896	19/10/2020	140863	1/01/2021	31/12/2021	1	2021
o1236462	21/01/2020	9568.12	usd6226	OA-59819	20/11/2019	139041	1/01/2020	31/12/2020	1	2020
o1236462	10/01/2019	8824.44	usd5844	OA-56697	11/12/2018	136789	1/01/2019	31/12/2019	1	2019
o1236462	24/11/2017	7552.56	usd5461	OA-51416	16/10/2017	134150	1/01/2018	31/12/2018	1	2018
o1236462	1/12/2016	7442.63	usd5201	OA-48033	15/11/2016	131530	1/01/2017	31/12/2017	1	2017
o1236462	11/12/2015	7272.12	usd4778	OA-43746	25/11/2015	128939	1/01/2016	31/12/2016	1	2016
o1236462	11/11/2014	5469.75	usd4250	OA-39475	6/11/2014	125589	1/01/2015	31/12/2015	1	2015
o1236462	18/12/2013	4426.77	usd3599	OA-35039	9/12/2013	122361			1	2014
o1236462	13/12/2012	4474.12	usd3364	OA-30755	11/12/2012	118871			1	2013
o1236462	26/01/2012	3887.52	usd3115	OA-25873	15/12/2011	115308			1	2012
o1236462	13/12/2010	4061.83	usd2884	OA-21684	12/11/2010	110600			1	2011 : 1 Sim User
o1236462	9/12/2009	4646.45	usd2695	OA-18645	30/11/2009	106584			1	2010
o1236462	16/12/2008	3413.79	usd2492	OA-15049	21/11/2008	101514			1	2009
o1236462	21/11/2007	3082.25	usd2305	OA-12057	14/11/2007	95604			1	2008
o1236462	29/11/2006	3099.69	usd2057	110203	23/11/2006	90112			1	2007
o1236462	10/11/2005	2837.51	usd1914	OA-7077	24/10/2005	83144			1	2006
o1236462	30/11/2004	2476.48	usd1755	OA-5204	15/11/2004	76345			1	2005
o1236462	23/10/2003	2706.56	usd1595	OA-3278	17/09/2003	69073			1	2004
o1237515	14/01/2021	7670.29	usd5423	7197624	1/01/2021	140873	1/01/2021	31/12/2021	1	2021
o1237515	28/02/2020	8711.51	usd5423	7187487	22/11/2019	139371	1/01/2020	31/12/2020	1	2020
o1237515	17/01/2019	7845.48	usd5301	7176126	7/11/2018	136866	1/01/2019	31/12/2019	1	2019
o1237515	18/01/2018	6943.88	usd5182	7165852	20/12/2017	134556	1/01/2018	31/12/2018	1	2017
o1237515	12/01/2017	7425.29	usd5065	7153461	1/01/2017	131865	1/01/2017	31/12/2017	1	2017
o1237515	18/12/2015	7366.48	usd4840	P7139081	10/12/2015	128987	1/01/2016	31/12/2016	1	2016
o1237515	28/10/2014	5933.07	usd4610	7122756	22/10/2014	125453	1/01/2015	31/12/2015	1	2015
o1237515	17/12/2013	5399.7	usd4390	7110693	13/12/2013	122343			1	2014
o1237515	30/11/2012	5559.4	usd4180	7096394	21/11/2012	118721			1	2013
o1237515	16/08/2012	766.61	usd576.4	64219	13/08/2012	117667			1	unlimited users upgrade Aug-Dec12
o1237515	9/12/2011	3557.67	usd2743	7086938	7/12/2011	114875			1	2012
o1237515	14/12/2010	3697.05	usd2625	7078168	19/11/2010	110605			1	2011
o1237515	22/12/2009	4336.09	usd2515	7071269	11/12/2009	106727			1	2010
o1237515	15/10/2008	3287.76	usd2400	7058842	2/10/2008	100551			1	2009
o1237515	14/08/2007	2745.64	usd2026	OA-11670	1/08/2007	93877			1	9/07-8/08
o1237515	16/08/2006	3206.99	usd2006	OA-9246	2/08/2006	88439			1	30/9/06-30/09/07
o1237515	2/08/2005	2978.31	usd2006	AY-6638	20/07/2005	81031			1	30/9/05-30/9/06
o1237515	10/11/2004	2004.64	usd1377	AU-6444	1/11/2004	75851			1	11/04-9/05
o1237515	1/10/2003	2136.71	usd1256	AU-6120	17/09/2003	68596			1	2004
o1238183	10/11/2021	39.13		2021-No.27	10/11/2021	142503			1	2021 No.27 (1&2)\
o1238183	4/06/2013	56.52		ARINV56435	23/05/2013	120433			1	2013/14\
o1238183	15/08/2011	56.52		ARINV49550	9/08/2011	113388			1	\
o1238183	4/08/2010	65		ARINV45099	1/07/2010	109208			1	2010/11\
o1238183	23/06/2009	65		ARINV40785	16/06/2009	104083			1	2009/10\
o1238183	8/07/2008	57.78		ARINV35089	24/06/2008	98934			1	2008-09\
o1238183	7/08/2007	57.78		ARINV29305	12/07/2007	93778			1	2007-08\
o1238183	5/07/2006	57.78		ARINV23063	26/06/2006	87672			1	2006-07\
o1238183	27/07/2004	26.67		ARINV13820	20/07/2004	73832			1	v.10\
o1238183	22/10/2003	26.66		  	22/01/2003	69005			1	v.9\
o1239730	28/02/2020	292.01	usd181.78	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1239730	17/01/2019	269.03	usd181.78	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1239730	4/12/2017	235.35	usd170.17	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1239730	21/12/2016	206.85	usd145.77	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1239730	27/11/2015	208.29	usd136.85	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1239730	1/12/2014	167.13	usd129.86	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1239730	28/11/2013	159.73	usd129.86	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1239730	14/01/2013	118.38	usd89.01	7093551	21/11/2012	119039			1	2013
o1239730	21/12/2011	114.06	usd87.94	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1239730	16/12/2010	122.33	usd86.86	7076351	1/12/2010	110622			1	2011
o1239730	11/11/2009	99.15	usd57.51	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !23738424
o1239730	27/11/2008	78.78	usd57.51	0227554	9/11/2008	101247	1/01/2009	31/12/2009	1	2009
o1239730	10/12/2007	67.75	usd51.94	0122289	11/11/2007	95893			1	2008
o1239730	10/10/2006	85.22	usd54.54	5003381	24/09/2006	89295			1	2007                 !2373
o1239730	17/10/2005	75.5	usd51.94	6015849	21/09/2005	82634			1	2006                 !2373
o1239730	2/11/2004	78.63	usd53.31	5073677	13/10/2004	75669			1	2005                 !2373
o1239730	19/11/2003	80.16	usd49.82	4073607	10/11/2003	69577			1	2004                 !2373
o1239944	2/02/2021	2362.93	usd1660.88	7197972	27/11/2020	141096	1/01/2021	31/12/2021	1	2021
o1239944	28/02/2020	2668.04	usd1660.88	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1239944	17/01/2019	2346.73	usd1585.63	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1239944	4/12/2017	2073.99	usd1499.63	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1239944	21/12/2016	2021.2	usd1424.38	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1239944	27/11/2015	2045.19	usd1343.75	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1239944	1/12/2014	1238.26	usd962.13	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1239944	28/11/2013	1123.91	usd913.75	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1239944	20/12/2012	1158.1	usd870.75	7093552	21/11/2012	118915	1/01/2013	31/12/2013	1	2013
o1239944	21/12/2011	1073.59	usd827.75	7083962	9/12/2011	115035	1/01/2012	31/12/2012	1	2012
o1239944	20/05/2011	1105.24	usd784.75	7082303	13/05/2011	112348			1	2011
o1239944	11/11/2009	1217.52	gbp527.43	0317718	25/10/2009	106160	1/01/2010	31/12/2010	1	2010                 !23738441
o1239944	25/11/2008	1484.87	gbp527.43	0227407	9/11/2008	101181	1/01/2009	31/12/2009	1	2009
o1239944	10/12/2007	933.69	gbp352.47	0122381	11/11/2007	95889			1	2008
o1239944	24/04/2007	-466.32	gbp-171.09	6200075344	10/04/2007	92297			1	cred. 2007
o1239944	10/10/2006	1467.18	gbp509.26	5003376	24/09/2006	89292			1	2007                 !237
o1239944	17/10/2005	1220.9	gbp473.84	6015858	21/09/2005	82649			1	2006                 !237
o1239944	2/11/2004	1186.09	gbp436.72	5073687	13/10/2004	75686			1	2005 V 107           !237
o1239944	19/11/2003	1091.65	gbp401.74	4073615	10/11/2003	69585			1	2004 V 106           !237
o1241240	18/01/2021	166.96		INV-11725	31/07/2020	140926	1/10/2020	30/09/2021	1	Oct20-Sep21\
o1241240	13/01/2020	144.35		INV-6822	19/08/2019	138964	1/10/2019	30/09/2020	1	Oct19-Sep20\
o1241240	29/01/2019	144.35		INV-0788	31/08/2018	136985	1/10/2018	30/09/2019	1	Oct18-Sep19\
o1241240	3/08/2017	144.35		17173	1/08/2017	133353	1/10/2017	30/09/2018	1	Oct17-Sep18\
o1241240	11/07/2016	144.35		5289	1/07/2016	130536	1/10/2016	30/09/2017	1	Oct16-Sep17\
o1241240	24/07/2015	144.35		83507	1/07/2015	127772	1/10/2015	1/10/2016	1	Oct15-Sep16\
o1241240	18/07/2014	144.35		72025	1/07/2014	124318	1/10/2014	30/09/2015	1	Oct14-Sep15\
o1241240	23/07/2013	144.35		60598	1/07/2013	121050			1	Oct13-Sep14\
o1241240	25/07/2012	144.35		44958	1/07/2012	117400			1	Oct12-Sep13\
o1241240	4/10/2011	144.35		35398	23/09/2011	114011			1	1/10/11-30/9/12\
o1241240	15/09/2010	131.56		27428	13/09/2010	109683			1	1/10/10-30/9/11\
o1241240	15/09/2009	131.56		21847	10/09/2009	105274			1	10/09-9/10\
o1241240	19/08/2008	131.56		4264	7/08/2008	99586			1	10/08-9/09\
o1241240	13/09/2007	131.56		1809	6/09/2007	94410			1	10/07-9/08\
o1241240	25/09/2006	131.56		748	19/09/2006	88981			1	10/06-9/07\
o1241240	19/12/2005	124.4		S002363	14/12/2005	84034			1	9/05-9/06\
o1241240	15/09/2004	115.51		S001408	6/09/2004	74804			1	10/04 - 9/05\
o1241240	22/10/2003	115.51		00000831	13/10/2003	68986			1	13/10/03-13/10/04\
o1243444	4/02/2021	175.89	usd123.63	7197308	13/11/2020	141123	1/01/2021	31/12/2021	1	2021
o1243444	28/02/2020	191.69	usd119.33	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1243444	17/01/2019	163.88	usd110.73	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1243444	4/12/2017	153.14	usd110.73	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1243444	21/12/2016	154.08	usd108.58	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1243444	27/11/2015	161.99	usd106.43	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1243444	1/12/2014	134.21	usd104.28	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1243444	3/12/2013	128.26	usd104.28	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1243444	14/01/2013	130.11	usd97.83	7093551	21/11/2012	119039			1	2013
o1243444	21/12/2011	125.48	usd96.75	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1243444	16/12/2010	134.76	usd95.68	7076351	1/12/2010	110621			1	2011
o1243444	3/12/2009	147.61	usd103.87	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	(01/10)-(12/10)!C1141679
o1243444	9/12/2008	139.51	usd101.84	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	(01/09)-(12/09
o1243444	12/12/2007	103.31	usd79.2	7050917	28/11/2007	95920			1	(01/08)-(12/08)
o1243444	12/12/2006	116.45	usd78.84	7046717	22/11/2006	90334			1	(01/07)-(12/07)!A3938403
o1243444	2/11/2005	84.8	usd58.59	7041962	19/10/2005	82971			1	47(01/06)-50(12/06)!Y06160
o1243444	13/12/2004	74.9	usd52.04	7038354	2/12/2004	76546			1	43(01/05)-46(12/05)!X61878
o1243444	26/11/2003	99.54		0029824	14/11/2003	69739			1	41(01/04)-44(12/04)\
o1249120	4/02/2021	534.52	usd375.71	7197308	13/11/2020	141124	1/02/2021	31/01/2022	1	Feb21-Jan22
o1249120	28/02/2020	587.57	usd365.77	7184833	13/11/2019	139388	2/02/2020	1/02/2021	1	Feb20-Jan21
o1249120	17/01/2019	526.63	usd355.83	7172919	24/10/2018	136885	1/02/2019	31/01/2020	1	Feb19-Jan20
o1249120	4/12/2017	478.35	usd345.88	7160355	1/11/2017	134228	1/02/2018	31/01/2019	1	Feb18-Jan19
o1249120	21/12/2016	473.65	usd333.79	7146317	30/11/2016	131760	1/02/2017	31/01/2018	1	Feb17-Jan18
o1249120	27/11/2015	489.61	usd321.69	7134773	13/11/2015	128834	1/02/2016	31/01/2017	1	Feb16-Jan17
o1249120	1/12/2014	385.66	usd299.66	7119519	21/11/2014	125751	1/02/2015	31/01/2016	1	Feb15-Jan16
o1249120	3/12/2013	344.12	usd279.77	7102827	15/11/2013	122228	1/02/2014	31/01/2015	1	Feb14-Jan15
o1249120	14/01/2013	362.62	usd272.65	7093551	21/11/2012	119039			1	Feb13-Jan14
o1249120	21/12/2011	345.78	usd266.6	7083960	9/12/2011	115037	1/02/2012	31/01/2013	1	Feb12-Jan13
o1249120	16/12/2010	366.97	usd260.56	7076351	1/12/2010	110622			1	2011
o1249120	11/11/2009	442.06	usd256.4	0317546	25/10/2009	106166	1/02/2010	31/01/2011	1	Feb 2010 - Jan 2011  !29149579
o1249120	27/11/2008	328.27	usd239.63	0227554	9/11/2008	101247	1/02/2009	31/01/2010	1	Feb 2009 - Jan
o1249120	10/12/2007	297.27	usd227.9	0122289	11/11/2007	95893			1	Feb 2008 - Jan
o1249120	23/05/2007	-256.9	usd-185.25	6515016813	28/11/2006	92690			1	6015851
o1249120	15/02/2007	330.27	usd222.6	0048583	28/01/2007	91296			1	Feb 2007 - Jan 2008  !291
o1249120	17/10/2005	315.87	usd217.3	6015851	21/09/2005	82637			1	Feb 2006 - Jan 2007  !291
o1249120	17/11/2004	301.58	usd206.7	5118716	10/11/2004	76039			1	2004                 !291
o1249120	2/11/2004	326.2	usd221.17	5073679	13/10/2004	75671			1	2005                 !291
o1250687	19/01/2021	62370.01	gbp32195.96	GBP00004304	6/11/2020	141005	1/01/2021	31/12/2021	1	2021
o1250687	27/02/2020	67031.99	gbp32195.96	GBP00004038	15/11/2019	139321	1/01/2020	31/12/2020	1	2020 full package
o1250687	25/02/2019	60187.34	gbp31024.4	GBP00003871	20/02/2019	137244	1/01/2019	31/12/2019	1	2019 full package
o1250687	19/06/2018	58268.71	gbp30035.42	GBP00003674	18/06/2018	135699	1/01/2018	31/12/2018	1	2018 full package
o1250687	9/03/2017	50500.72	gbp28339.35	GBP00003300	3/02/2017	132283	1/01/2017	31/12/2017	1	2017 full package
o1250687	11/03/2016	62446.44	gbp26505.28	GBP00003013	5/02/2016	129603	1/01/2016	31/12/2016	1	2016 Access fee & Journal holdings
o1250687	12/03/2015	51825.35	gbp25072.74	GBP00002699	4/03/2015	126619	1/01/2015	31/12/2015	1	2015 Access fee & Journal holdings
o1250687	9/04/2014	47231.88	gbp23615.94	GBP00002498	20/01/2014	123403	1/01/2014	31/12/2014	1	2014 Access fee & Journal holdings
o1250687	17/01/2013	36643.41	gbp18868.9	GBP00002138	28/11/2012	119105			1	2013 Journal holdings
o1250687	17/01/2013	6160.02	gbp3172	GBP00002138	28/11/2012	119105			1	2013 Access fee
o1250687	5/03/2012	5900.02	gbp3021	GBP00001848	29/02/2012	115876			1	2012 Access fee
o1250687	5/03/2012	33764.28	gbp17288.42	GBP00001848	29/02/2012	115876			1	2012 Journal holdings
o1250687	2/05/2011	34139.18	gbp16465.31	00001539	28/04/2011	112106			1	2011 Jou. holdings
o1250687	2/05/2011	5965.17	gbp2877	00001539	28/04/2011	112106			1	2011 Access fee
o1250687	9/06/2010	-932.22	gbp-418	GBP00001235	28/05/2010	108537			1	ceased title
o1250687	28/04/2010	35722.5	gbp16375.2	GBP00001210	22/04/2010	108126			1	2010 Jou. holdings
o1250687	28/04/2010	5674.08	gbp2601	GBP00001210	22/04/2010	108126			1	2010 Access fee
o1250687	11/05/2009	39713.23	gbp14999.71	GBP00000914	5/01/2009	103494			1	2009 journal holdings
o1250687	11/05/2009	6558.11	gbp2477	GBP00000914	5/01/2009	103494			1	2009 Access fee
o1250687	11/11/2008	6395.69	gbp2353	GBP00000680	7/11/2008	101001			1	2008 Journal holdings
