RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1000783	13/06/2007	335.68	gbp127.96	0089049	3/06/2007	92951			1	2007 V 59
o1000783	15/02/2006	349.23	gbp134.21	6668097	8/02/2006	84979			1	2006 V 58            !383
o1000783	1/12/2005	430.56	gbp172.57	6114406	22/11/2005	83569			1	2004 V 56            !383
o1000783	4/05/2005	205.97	gbp124.96	S5.772-380	26/04/2005	79270			1	2005 V. 57
o1000783	14/07/2004	316.44	gbp110.22	4838885	8/07/2004	73623			1	2004 V 55            !383
o1000783	12/12/2003	287.83	gbp105.98	4133907	9/12/2003	70050			1	2003 V 54            !383
o1000783	17/02/2003	339	usd184.94	3187570	7/02/2003	64710			1	2002 V 53            !383
o1000783	14/05/2002	342.74	usd152.06	2784384	3/05/2002	59521			1	2001 V 52            !383
o1000783	11/10/2001	363.09	usd147.9	1897135	28/09/2001	56279			1	2001                 !383
o1000783	13/12/2000	325.64	usd135.91	1091008	5/12/2000	50972			1	2000 V 51            !383
o1000783	27/01/2000	293.79	usd151.42	0147729	10/01/2000	44576			1	1999 V 2000 # 48     !383
o1000783	15/12/1999	291.92	usd147.27	0105201	7/12/1999	43723			1	1999 V 2000 # 49     !383
o1000783	13/07/1999	274.86	usd144.93	9802090	29/06/1999	40793			1	1999 V 47            !383
o1000783	23/11/1998	308.54	usd161	9076559	18/11/1998	36566			1	1998 V 46            !383
o1000783	12/05/1998	223.09	usd121.94	8192951	16/04/1998	32090			1	1998 Volume 45
o1000783	24/04/1997	190.48	usd131.39	S7.142-690	8/04/1997	22641			1	v.44 1997
o1000783	19/07/1996	200.35	usd135.96	S6.131-329	24/06/1996	15323			1	v.43 1995
o1000783	11/01/1996	208.25	usd134.84	S6.054-909	13/11/1995	11780			1	v.42 1995
o1000783	6/12/1994	194.65	usd113.34	398472	23/09/1999	3894			1	v.41
o1000783	29/03/1994	178.83	usd94.1	318596	25/02/1994	126			1	v.39 1992
o1000836	18/05/2021	396.5	eur240	4473	27/04/2021	141635	1/01/2021	31/12/2021	1	2021
o1000836	23/07/2019	405.6	eur240	2019INST4473	23/07/2019	138135	1/01/2019	31/12/2019	1	2019
o1000836	10/04/2018	415.92	eur240	2018INST4473	10/04/2018	135215	1/01/2018	31/12/2018	1	2018
o1000836	25/05/2017	386.4	eur240	2017INST4473	25/05/2017	132855	1/01/2017	31/12/2017	1	2017
o1000836	5/07/2016	403.2	eur240	2016INST4473	5/07/2016	130467	1/01/2016	31/12/2016	1	2016
o1000836	12/08/2015	403.2	eur240	2015INST4473	12/08/2015	127958	1/01/2015	31/12/2015	1	2015
o1000836	11/03/2014	400.56	eur240	70140311	10/03/2014	123053			1	2014
o1000836	20/09/2013	393.6	eur240	2013INST4473	20/09/2013	121600			1	2013
o1000836	9/05/2012	391.2	eur240	2012INST4473	31/03/2012	116603			1	2012
o1000836	6/05/2011	446.86	eur240	2011INST4473	6/05/2011	112203			1	2011
o1000836	12/05/2010	437.57	eur240	2010INST4473	1/03/2010	108252			1	2010
o1000836	27/04/2009	562.58	eur240	2009INST4473	1/03/2009	103250			1	2009
o1000836	20/02/2008	302.67	eur160	2008INST4473	1/01/2008	96862			1	2008
o1000836	21/02/2007	305.34	eur160	2007INST4473	1/01/2007	91390			1	2007
o1000836	22/02/2006	270.99	eur150	2006ORG4473	1/01/2006	85200			1	2006
o1000836	9/03/2005	274.88	eur150	2005ORG4473	1/01/2005	78189			1	2005
o1000836	11/02/2004	274.32	eur148	2004ORG4473	20/01/2004	70947			1	2004
o1000836	12/02/2003	296.71	eur148	2003ORG4473	22/01/2003	64621			1	2003
o1000836	21/02/2002	315.68	eur148	2002ORG4473	10/01/2002	58156			1	2002
o1000836	23/02/2001	316.6	eur148	2001ORG4473	10/01/2001	52170			1	2001
o1000836	27/01/2000	297.12	eur148	2000ORG4473	1/01/2000	44562			1	2000
o1000836	20/01/1999	329.77	eur148	99ORG4473	3/01/1999	37585			1	1999
o1000836	17/12/1997	270.17	nlg325	984473	2/12/1997	28796			1	1998
o1000836	4/02/1997	264.19	nlg325	974473	10/01/1997	20501			1	1997
o1000836	31/01/1996	300.3	nlg325	4473	2/01/1996	12161			1	1996
o1000836	30/03/1994	296.37	nlg325	ORG-94	20/12/1993	135			1	1994 membership
o1000998	4/02/2021	290.57	usd204.25	7197308	13/11/2020	141123	1/01/2021	31/12/2021	1	2021
o1000998	28/02/2020	328.11	usd204.25	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1000998	17/01/2019	302.29	usd204.25	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1000998	4/12/2017	275.05	usd198.88	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1000998	21/12/2016	273.06	usd192.43	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1000998	27/11/2015	278.15	usd182.75	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1000998	1/12/2014	226.9	usd176.3	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1000998	3/12/2013	210.24	usd170.93	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1000998	14/01/2013	224.48	usd168.78	7093551	21/11/2012	119039			1	2013
o1000998	21/12/2011	217.51	usd167.7	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1000998	16/12/2010	228.63	usd162.33	7076351	1/12/2010	110622			1	2011
o1000998	11/11/2009	225.94	usd131.05	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !38385007
o1000998	27/11/2008	167.79	usd122.48	0227554	9/11/2008	101247	1/01/2009	31/12/2009	1	2009 V 35
o1000998	10/12/2007	150.71	usd115.54	0122289	11/11/2007	95893			1	2008 V 34
o1000998	10/10/2006	172.17	usd110.19	5003381	24/09/2006	89295			1	2007                 !383
o1000998	17/10/2005	155.9	usd107.25	6015850	21/09/2005	82636			1	2006                 !383
o1000998	2/11/2004	148.52	usd100.7	5073678	13/10/2004	75670			1	2005 V 31            !383
o1000998	29/10/2003	166.94	usd100.7	4009971	9/10/2003	69164			1	2004 V 30            !383
o1000998	26/11/2002	204.01	usd100.7	3061034	5/11/2002	63366			1	2003 V 29            !383
o1000998	6/11/2001	244.29	usd99.75	2030782	16/10/2001	56619			1	2002 V 28            !3838
o1000998	11/12/2000	209.39	usd88.2	1060447	7/11/2000	50840			1	2001 V 27            !3838
o1000998	17/11/1999	177.55	usd89.04	0082812	5/11/1999	43248			1	2000 V 26            !3838
o1000998	2/11/1998	170.64	usd89.04	9043736	13/10/1998	35899			1	1999 V 25            !3838
o1000998	17/12/1997	147.76	usd89.04	8081143	8/12/1997	28838			1	1998 Volume 24
o1000998	5/11/1996	112.57	usd78.75	7036568	10/10/1996	17951			1	1997 Volume 23
o1000998	11/01/1996	105.41	usd68.25	S6.054-909	13/11/1995	11780			1	v.22 1996
o1000998	6/07/1995	110.69	usd73.5	S5.049-454	23/01/1995	8271			1	v.21
o1000998	25/08/1994	124.75	usd70	279415	31/05/1994	1721			1	1994
o1001089	2/02/2021	332.1	gbp170	7196803	13/11/2020	141092	1/01/2019	31/12/2019	1	2019
o1001089	4/12/2017	304.75	gbp169.4	7160392	27/10/2017	134234	1/01/2018	31/12/2018	1	2018
o1001089	20/12/2016	302.86	gbp168.91	7146379	30/11/2016	131757	1/01/2017	31/12/2017	1	2017
o1001089	13/05/2016	372.01	gbp157.9	7142432	11/05/2016	130056	1/01/2016	31/12/2016	1	2016
o1001089	9/05/2016	1002.95	gbp425.7	7142431	4/05/2016	130009	1/01/2013	31/12/2015	1	2013-2015
o1001089	6/01/2012	223.88	aud168.46	6200506069	4/09/2011	115131			1	2009
o1001089	15/12/2011	259.5	gbp128.02	7084333	9/12/2011	114975	1/01/2012	31/12/2012	1	2012
o1001089	18/01/2011	-152.72	aud-117.15	6200438510	9/01/2011	110891			1	Cancelled Sub (Swets)
o1001089	20/12/2010	229.43	gbp107.21	7077852	1/12/2010	110635			1	2011
o1001089	25/11/2009	236.98	aud185.69	0317690	25/10/2009	106407	1/01/2010	31/12/2010	1	2010 V 11            !18403614
o1001089	25/11/2009	-185.69		6200317690	25/10/2009	106389			1	incorr curr\
o1001089	10/11/2009	185.69		0317690	25/10/2009	106156	1/01/2010	31/12/2010	1	2010 V 11            !18403614\
o1001089	25/11/2008	139.43	aud117.15	0227671	9/11/2008	101161	1/01/2009	31/12/2009	1	2009
o1001089	5/12/2007	136.22	aud116.6	0122426	11/11/2007	95799			1	2008
o1001089	19/04/2007	18.74	aud16.43	6200067686	8/04/2007	92214			1	add. charge
o1001089	19/04/2007	-16.43		6200067686	8/04/2007	92213			1	wrong cur.\
o1001089	18/04/2007	16.43		0067686	8/04/2007	92192			1	2007                 !18\
o1001089	9/10/2006	114.36	aud100.17	5003359	24/09/2006	89265			1	2007                 !184
o1001089	17/10/2005	109.41	aud100.17	6015865	21/09/2005	82623			1	2006                 !184
o1001089	2/11/2004	105.15	aud95.4	5073694	13/10/2004	75659			1	2005                 !1840
o1001089	19/11/2003	85.71	aud74.2	4073622	10/11/2003	69594			1	2004                 !1840
o1001089	12/12/2002	83.77	aud74.2	3095675	5/12/2002	63736			1	2003                 !1840
o1001089	25/10/2001	123.2	aud100	205448	24/09/2001	56457			1	2002
o1001089	24/05/2001	13.76	aud11	28721	3/04/2001	53803			1	addit.chge.inv.179397
o1001089	8/11/2000	93.95	aud71	179397	21/09/2000	50350			1	2001
o1001089	8/11/1999	91.42	aud72	160814	26/09/1999	42999			1	2000
o1001089	7/12/1998	68.69	aud57	146592	21/09/1998	36816			1	1999
o1001089	8/12/1997	63.86	aud57	131731	20/09/1997	28516			1	1998
o1001089	1/10/1996	39.96	aud35	117209	16/09/1996	17113			1	v.4 1997
o1001089	31/01/1996	38.97	aud35	106668	18/12/1995	12147			1	1996
o1001089	19/10/1994	37.04	aud30	85291	12/09/1994	2971			1	1995
o1001089	23/05/1994	37.45	aud30	81799	29/04/1994	383			1	1994
o1001123	6/01/2020	125.27	gbp62.86	884702	30/12/2019	138914	1/01/2019	31/12/2019	1	v.63 2019
o1001123	18/03/2019	123.07	gbp62.47	826347	26/02/2019	137371			1	v.68 2018
o1001123	1/05/2018	116.37	gbp60.17	770866	19/04/2018	135358			1	v.61 2017
o1001123	7/02/2017	106.34	gbp59.31	700855	24/01/2017	132048			1	v.60 2016
o1001123	22/03/2016	131.32	gbp55.74	659453	7/03/2016	129685			1	v.59 2015
o1001123	28/01/2015	110.04	gbp52.65	608667	12/01/2015	126196			1	v.58 2014
o1001123	5/05/2014	131.1	gbp65.55	577044	7/04/2014	123551			1	v.57 2013
o1001123	19/09/2013	97.97	gbp50.24	551769	4/09/2013	121590			1	v.56 2012
o1001123	4/04/2012	52.04		435981	20/03/2012	116230			1	v.55 2011\
o1001123	23/02/2010	164.64	gbp73.38	60035971	4/02/2010	107452			1	v.54 2010
o1001123	28/10/2009	67.76	gbp30.5	60003577	14/10/2009	105899			1	v.53 2009
o1001123	3/12/2008	70.58	gbp25	20585276	19/11/2008	101314			1	v.52
o1001123	4/12/2007	68.16	gbp25	20454628	21/11/2007	95779			1	v.51
o1001123	23/11/2006	91.09	gbp31.5	20316338	8/11/2006	90042			1	v.50 2006
o1001123	14/12/2005	79.7	gbp31.5	20184223	29/11/2005	83914			1	v.49 2005
o1001123	14/01/2005	86.09	gbp31.5	20044488	5/01/2005	77115			1	v.48 2004
o1001123	25/11/2003	84.77	gbp31.5	40464234	11/11/2003	69679			1	v.47 2003
o1001123	14/01/2003	76.43	gbp25.2	40304358	11/12/2002	64056			1	v.46 2002
o1001123	13/12/2001	65.41	gbp18.9	40091375	27/11/2001	57290			1	v.45 2001
o1001123	22/02/2001	64.05	gbp18.9	11116805	8/02/2001	52106			1	v.44 2000
o1001123	22/03/2000	54.22	gbp16.5	01531964	10/02/2000	45572			1	v.43 1999
o1001123	12/05/1999	44.92	gbp15	00119574	20/04/1999	39696			1	v.42 1998
o1001123	12/03/1998	65.64	gbp22.5	77794885	3/02/1998	30723			1	v.41 1997
o1001123	30/06/1997	66.56	gbp22.5	61706426	27/05/1997	24232			1	v.40 1996
o1001123	12/06/1996	42.62	gbp17.25	60785098	27/02/1996	14677			1	v.39 1995
o1001123	30/05/1995	42.77	gbp17.25	60159839	2/05/1995	7382			1	v.38 1994
o1001123	12/04/1994	47.68	gbp17.25	59369914	22/03/1994	151			1	v.37 1993
o1001131	24/06/2021	46.96		616486	24/06/2021	141874			1	Aug21-Jul22
o1001131	11/09/2020	46.96		534407	10/09/2020	140371	1/08/2020	31/07/2021	1	Aug20-Jul21\
o1001131	4/07/2019	46.96		10517	4/07/2019	138011	1/08/2019	31/07/2020	1	Aug19-Jul20\
o1001131	29/06/2018	46.96		10517	29/06/2018	135783	1/08/2018	31/07/2019	1	Aug18-Jul19\
o1001131	3/07/2017	46.96		10517	3/07/2017	133125	1/08/2017	31/07/2018	1	Aug17-Jul18\
o1001131	24/06/2016	46.96		10517	24/06/2016	130406	1/08/2016	31/07/2017	1	Aug16-Jul17\
o1001131	3/07/2015	46.96		10517	3/07/2015	127651	1/08/2015	31/07/2016	1	Aug15-Jul16\
o1001131	26/06/2014	46.96		10517	19/06/2014	124089	1/08/2014	31/07/2015	1	Aug14-Jul15\
o1001131	28/06/2013	46.96		10517	28/06/2013	120712			1	Aug13-Jul14\
o1001131	29/06/2012	46.96		10517	26/06/2012	117188			1	Aug12-Jul12\
o1001131	24/06/2011	46.95		HP24.06.11-1	24/06/2011	112799			1	08/11-07/12\
o1001131	2/07/2010	48		HP020710-3	31/07/2010	108802			1	8/10-7/11\
o1001131	2/07/2009	48		HB207-2	31/07/2009	104239			1	8/09-7/10\
o1001131	2/07/2008	48		HB207-4	31/07/2008	98868			1	8/08-7/09\
o1001131	3/07/2007	48		HB0307-4	31/07/2007	93213			1	8/07-7/08\
o1001131	20/06/2006	48		 	20/01/2006	87371			1	8/06-7/07\
o1001131	5/07/2005	48		 	29/06/2005	80416			1	2005\
o1001131	10/12/2002	48		 	10/01/2002	63602			1	2003\
o1001131	18/12/2001	48		301724	11/12/2001	57367			1	2002\
o1001131	12/12/2000	48		  	4/12/2000	50936			1	2001\
o1001131	18/04/2000	32		300092	31/03/2000	46210			1	5/00-12/00\
o1001131	12/04/1999	48		  	9/04/1999	39084			1	5/99-4/2000\
o1001131	27/04/1998	48		  	3/04/1998	31753			1	5/98-4/99\
o1001131	9/04/1997	48		  	3/04/1997	22227			1	5/97-4/98\
o1001131	6/05/1996	48		 	23/04/1996	13987			1	5/96-4/97\
o1001131	12/04/1994	10.31		020270	29/03/1994	143			1	Iss 10-11 1994\
o1001153	22/04/2021	118.74	gbp60	cg459	14/04/2021	141496			1	
o1001153	27/05/2020	122.72	gbp60	RHS2020	27/05/2020	139793	1/05/2020	30/04/2021	1	May20-Apr21
o1001153	2/04/2019	112.52	gbp58	RHS2019	1/04/2019	137480	1/05/2019	30/04/2020	1	May19-Apr20
o1001153	5/04/2018	108.3	gbp56	RHS2018	29/03/2018	135153	1/05/2018	30/04/2019	1	May18-Apr19
o1001153	19/04/2017	96.23	gbp54	10800275	4/04/2017	132589	1/05/2017	30/04/2018	1	May17-Apr18
o1001153	11/04/2016	122.51	gbp52	RHS2016	8/04/2016	129771	1/05/2016	30/04/2017	1	May16-Apr17
o1001153	2/04/2015	103.35	gbp50	RHS2015	30/03/2015	126823	1/05/2015	30/04/2016	1	May15-Apr16
o1001153	3/04/2014	98	gbp49	RHS2014	2/04/2014	123345			1	May14-Apr15
o1001153	4/04/2013	91.27	gbp47	RHS2013	4/04/2013	119922			1	May13-Apr14
o1001153	4/04/2012	89.84	gbp46	10800275	19/03/2012	116247			1	May12-Apr13
o1001153	8/06/2011	89.87	gbp44	HP08062010	25/05/2011	112554			1	5/11-4/12
o1001153	25/03/2010	94.83	gbp44	BN25032010	25/03/2010	107768			1	5/10-4/11
o1001153	1/04/2009	111	gbp43	B0037	16/03/2009	102953			1	5/09-4/08
o1001153	2/04/2008	104.86	gbp41	F/164/B0037	18/03/2008	97498			1	5/08-4/09
o1001153	28/03/2007	109.06	gbp39	278935	16/03/2007	91901			1	5/07-4/08
o1001153	29/03/2006	107.09	gbp37	  	16/03/2006	85877			1	5/06-4/07
o1001153	6/04/2005	94.14	gbp35	278935	6/01/2005	78723			1	5/05-4/06
o1001153	31/03/2004	93.35	gbp33	278935	31/01/2004	71867			1	5/04-4/05
o1001153	9/04/2003	90.64	gbp31	016745	14/03/2003	65608			1	5/03-4/04
o1001153	11/04/2002	99.69	gbp30	2789353	1/03/2002	58984			1	5/02-4/03
o1001153	14/06/2001	101.96	gbp29	  	14/05/2001	54231			1	5/01-4/02
o1001153	10/05/2000	90.7	gbp28	  	10/01/2000	46633			1	5/00-4/01
o1001153	12/04/1999	82.09	gbp27	  	1/03/1999	39097			1	5/99-4/2000
o1001153	24/04/1998	79.68	gbp26	  	1/03/1998	31712			1	5/98-4/99
o1001153	3/04/1997	59.91	gbp25	  	1/03/1997	22058			1	5/97-4/98
o1001153	18/04/1996	54.3	gbp24	 	1/03/1996	13682			1	4/96-3/97
o1001153	26/04/1995	57.57	gbp23	2789353	1/04/1995	6624			1	4/95-3/96
o1001153	12/04/1994	61.02	gbp23	 	25/03/1994	149			1	4/94-3/95
o1001318	4/02/2021	983.41	usd691.23	7197308	13/11/2020	141123	1/01/2021	31/12/2021	1	2021
o1001318	28/02/2020	1110.39	usd691.23	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1001318	17/01/2019	1073.93	usd725.63	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1001318	4/12/2017	1241.42	usd897.63	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1001318	23/02/2017	1242.03	usd895.48	7154947	15/02/2017	132118	1/01/2017	31/12/2017	1	2017
o1001318	27/11/2015	1359.65	usd893.33	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1001318	1/12/2014	1708.66	usd1327.63	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1001318	3/12/2013	1632.98	usd1327.63	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1001318	14/01/2013	1765.75	usd1327.63	7093551	21/11/2012	119039			1	2013
o1001318	21/12/2011	1638.28	usd1263.13	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1001318	16/12/2010	1778.99	usd1263.13	7076351	1/12/2010	110621			1	2011
o1001318	11/11/2009	2032.37	usd1178.8	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !81279515
o1001318	28/04/2009	18.16	usd10.2	0275809	5/04/2009	103304	1/01/2009	31/12/2009	1	2009                 !81279515
o1001318	27/11/2008	1351.38	usd986.48	0227554	9/11/2008	101247	1/01/2009	31/12/2009	1	2009
o1001318	10/12/2007	1502.58	usd1151.93	0122289	11/11/2007	95893			1	2008
o1001318	10/10/2006	1476.56	usd945	5003381	24/09/2006	89295			1	2007                 !812
o1001318	20/04/2006	22.54	usd14.02	6760804	5/04/2006	86327			1	2006                 !8127
o1001318	17/10/2005	1204.87	usd828.89	6015851	21/09/2005	82637			1	2006                 !812
o1001318	2/11/2004	1115.44	usd756.28	5073679	13/10/2004	75671			1	2005                 !812
o1001318	29/10/2003	1062.55	usd640.94	4009972	9/10/2003	69165			1	2004                 !812
o1001318	26/11/2002	1101.72	gbp347.49	3061041	5/11/2002	63373			1	2003                 !812
o1001318	4/12/2001	984.83	gbp284.55	2053334	7/11/2001	57107			1	2002                 !812
o1001318	13/12/2000	880.49	gbp252	1091014	5/12/2000	50990			1	2001                 !812
o1001318	1/10/1999	687.41	gbp220.38	7161039	20/09/1999	42393			1	1/00-12/00
o1001318	19/10/1998	706.16	gbp205	6328460	21/09/1998	35737			1	1/99-12/99
o1001318	7/11/1997	519.4	gbp190	5466061	22/09/1997	27565			1	1/98-12/98
o1001318	8/10/1996	362.16	gbp160	4734577	23/09/1996	17295			1	1/97-12/97
o1001318	2/10/1995	340.8	gbp140	93967276	18/09/1995	10045			1	1996
o1001318	16/03/1995	88.32	gbp35	93621639	13/02/1995	5894			1	Add 1995
o1001318	6/01/1995	259.39	gbp105	93255373	19/09/1994	4554			1	1995
o1001318	13/07/1994	278.73	gbp105	93081502	9/05/1994	814			1	1994
o1001320	2/02/2021	672	gbp344	7197275	13/11/2020	141095	1/01/2021	31/12/2021	1	2021
o1001320	28/02/2020	716.21	gbp344	7184838	13/11/2019	139366	2/01/2020	1/01/2021	1	2020
o1001320	17/01/2019	657.04	gbp344	7172982	24/10/2018	136858	1/01/2019	31/12/2019	1	2019
o1001320	4/12/2017	618.86	gbp344	7160391	20/10/2017	134233	1/01/2018	31/12/2018	1	2018
o1001320	20/12/2016	616.79	gbp344	7146378	30/11/2016	131758	1/01/2017	31/12/2017	1	2017
o1001320	27/11/2015	772.49	gbp327.88	7134804	13/11/2015	128833	1/01/2016	31/12/2016	1	2016
o1001320	21/01/2015	67.4	gbp32.25	46916	13/01/2015	126133	1/01/2015	31/12/2015	1	2015 rate adjustment
o1001320	25/11/2014	617.87	gbp295.63	7119534	21/11/2014	125717	1/01/2015	31/12/2015	1	2015
o1001320	22/09/2014	35.59	gbp18	50633	13/09/2014	125028	1/01/2014	31/12/2014	1	2014 rate adjustment
o1001320	2/12/2013	591.26	gbp295.63	7103012	15/11/2013	122225	1/01/2014	31/12/2014	1	2014
o1001320	22/03/2013	-52.2	gbp-26.88	CM0029480	13/03/2013	119822			1	2013 rate adjustment
o1001320	21/12/2012	601.1	gbp284.88	7093557	21/11/2012	118939	1/01/2013	31/12/2013	1	2013
o1001320	20/12/2011	522.97	gbp258	7084332	9/12/2011	114995	1/01/2012	31/12/2012	1	2012
o1001320	16/12/2010	517.62	gbp241.88	7076371	1/12/2010	110617	1/01/2011	31/12/2011	1	33(01/11)-33(12/11)!D2668081
o1001320	19/01/2010	10.73	gbp4.79	0331518	10/01/2010	106944	1/01/2010	31/12/2010	1	2010                 !87318288
o1001320	11/11/2009	486.77	gbp210.87	0317739	25/10/2009	106162	1/01/2010	31/12/2010	1	2010                 !87318288
o1001320	18/02/2009	-52.6	gbp-18.98	6200259426	8/02/2009	102333			1	Rate adj. inv.
o1001320	25/11/2008	647.1	gbp229.85	0227768	9/11/2008	101182	1/01/2009	31/12/2009	1	2009
o1001320	14/05/2008	-37.83	gbp-14.69	6200187134	4/05/2008	98125			1	Pt. credit inv.0122469
o1001320	10/12/2007	594.89	gbp224.57	0122469	11/11/2007	95890			1	2008
o1001320	18/04/2007	43.42	gbp15.93	0067689	8/04/2007	92195			1	2007
o1001320	10/10/2006	558.77	gbp193.95	5003369	24/09/2006	89291			1	2007                 !873
o1001320	17/10/2005	563.04	gbp218.52	6015858	21/09/2005	82649			1	2006                 !873
o1001320	28/04/2005	-30.99	gbp-11.66	S5.759-275	6/04/2005	79173			1	Incorrect charge inv.507
o1001320	2/11/2004	601.68	gbp221.54	5073687	13/10/2004	75686			1	2005                 !873
o1001320	11/02/2004	545.19	gbp201.4	4195041	4/02/2004	70932			1	2004                 !873
o1001320	14/01/2003	707.3	gbp233.2	3152209	7/01/2003	64086			1	2003                 !873
o1001320	11/06/2002	630.98	gbp207.9	2826577	5/06/2002	59983			1	2002                 !873
o1001320	20/03/2001	180.98	gbp51.45	1721258	7/03/2001	52692			1	2001                 !8731
o1001320	8/02/2001	-163.39	gbp-49	S1.159-596	22/01/2001	51900			1	incorrect charge inv.106
o1001320	11/12/2000	794.92	gbp231	1060454	7/11/2000	50915			1	2001                 !873
o1001320	1/10/1999	686.22	gbp220	7161047	20/09/1999	42392			1	1/00-12/00
o1001320	19/10/1998	723.39	gbp210	6328479	21/09/1998	35736			1	1/99-12/99
o1001320	7/11/1997	574.08	gbp210	5466088	22/09/1997	27564			1	1/98-12/98
o1001320	20/12/1996	11.95	gbp5	4934592	11/11/1996	19527			1	19(01/97)-19(12/97)
o1001320	7/10/1996	452.7	gbp200	4734585	23/09/1996	17273			1	19(01/97)-19(12/97)
o1001320	21/12/1995	474.72	gbp200	93967276	18/09/1995	11516			1	v.18 1996
o1001320	17/01/1995	469.38	gbp190	93255373	19/09/1994	4702			1	v.17 1995
o1001320	13/07/1994	504.37	gbp190	93081502	9/05/1994	814			1	v.16 1994
o1001346	4/02/2021	711.18	usd499.88	7197308	13/11/2020	141122	1/01/2021	31/12/2021	1	2021
o1001346	28/02/2020	803.01	usd499.88	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1001346	17/01/2019	739.82	usd499.88	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1001346	4/12/2017	587.26	usd424.63	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1001346	21/12/2016	599.5	usd422.48	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
