RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o1028932x	10	2004-11-02	142.2	usd96.41	5073678	2004-10-13	\N	\N	1	2005                 !3840
o1028932x	9	2003-10-29	149.37	usd90.10	4009971	2003-10-09	\N	\N	1	2004                 !3840
o1028932x	8	2002-11-26	182.53	usd90.10	3061034	2002-11-05	\N	\N	1	2003                 !3840
o1028932x	7	2001-12-04	198.61	usd81.90	2053328	2001-11-07	\N	\N	1	2002                 !3840
o1028932x	6	2000-12-11	194.43	usd81.90	1060447	2000-11-07	\N	\N	1	2001                 !3840
o1028932x	5	1999-11-02	160.11	usd82.68	0057708	1999-10-12	\N	\N	1	2000                 !3840
o1028932x	4	1998-11-17	158.45	usd82.68	9067221	1998-11-05	\N	\N	1	1999                 !3840
o1028932x	3	1997-12-04	137.21	usd82.68	8065124	1997-12-11	\N	\N	1	1998
o1028932x	2	1996-11-05	117.07	usd81.90	7036568	1996-10-10	\N	\N	1	1997
o1028932x	1	1996-05-07	120.43	usd81.90	S6.036-121	1995-10-12	\N	\N	1	1996
o1028932x	0	1995-07-06	66.41	usd44.10	S5.049-454	1995-01-23	\N	\N	1	v.63 1995
o1029000x	27	2021-02-02	168.23	usd118.25	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o1029000x	26	2020-02-28	189.96	usd118.25	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o1029000x	25	2019-01-17	175.01	usd118.25	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o1029000x	24	2017-12-04	163.54	usd118.25	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o1029000x	23	2016-12-21	164.75	usd116.10	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o1029000x	22	2015-11-27	247.07	usd162.33	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o1029000x	21	2014-12-01	206.15	usd160.18	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o1029000x	20	2013-12-03	197.02	usd160.18	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o1029000x	19	2013-01-14	210.18	usd158.03	7093551	2012-11-21	\N	\N	1	2013
o1029000x	18	2011-12-21	189.62	usd146.20	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o1029000x	17	2010-12-16	204.4	usd145.13	7076351	2010-12-01	\N	\N	1	2011
o1029000x	16	2009-11-11	246.05	usd142.71	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010 V 69            !38403587
o1029000x	15	2008-11-27	194.66	usd142.10	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009
o1029000x	14	2007-12-10	179.41	usd137.54	0122289	2007-11-11	\N	\N	1	2008
o1029000x	13	2006-10-10	173.91	usd111.30	5003381	2006-09-24	\N	\N	1	2007 V 66            !384
o1029000x	12	2006-04-20	24.66	usd15.34	6760802	2006-04-05	\N	\N	1	2006 V 65            !3840
o1029000x	11	2005-10-17	139.49	usd95.96	6015850	2005-09-21	\N	\N	1	2006                 !3840
o1029000x	10	2004-11-02	132.89	usd90.10	5073678	2004-10-13	\N	\N	1	2005 V 64            !3840
o1029000x	9	2003-11-19	144.97	usd90.10	4073608	2003-11-10	\N	\N	1	2004 V 63            !3840
o1029000x	8	2002-11-26	182.53	usd90.10	3061034	2002-11-05	\N	\N	1	2003 V 62            !3840
o1029000x	7	2001-11-06	218.57	usd89.25	2030782	2001-10-16	\N	\N	1	2002 V 61            !3840
o1029000x	6	2000-12-11	174.49	usd73.50	1060447	2000-11-07	\N	\N	1	2001 V 60            !3840
o1029000x	5	1999-11-02	143.69	usd74.20	0057708	1999-10-12	\N	\N	1	2000 V 59            !3840
o1029000x	4	1998-11-02	142.2	usd74.20	9043736	1998-10-13	\N	\N	1	1999                 !3840
o1029000x	3	1997-12-04	123.13	usd74.20	8065124	1997-12-11	\N	\N	1	1998
o1029000x	2	1996-11-05	105.06	usd73.50	7036568	1996-10-10	\N	\N	1	1997
o1029000x	1	1996-05-07	108.07	usd73.50	S6.036-121	1995-10-12	\N	\N	1	1996
o1029000x	0	1995-07-06	102.78	usd68.25	S5.049-454	1995-01-23	\N	\N	1	1995
o10292214	27	2021-01-22	958.2	usd676.79	7197971	2020-11-27	2021-01-01	2021-12-31	1	2021
o10292214	26	2020-02-27	1087.2	usd676.79	7184775	2019-10-30	2020-01-01	2020-12-31	1	2020
o10292214	25	2019-01-17	961.42	usd649.61	7172921	2018-10-24	2019-01-01	2019-12-31	1	2019
o10292214	24	2017-12-04	868.68	usd628.11	7160353	2017-10-18	2018-01-01	2018-12-31	1	2018
o10292214	23	2016-12-20	1068.66	usd753.11	7146321	2016-11-30	2017-01-01	2017-12-31	1	2017
o10292214	22	2015-11-26	1103.24	usd724.86	7134775	2015-11-13	2016-01-01	2016-12-31	1	2016
o10292214	21	2014-11-20	894.54	usd695.06	7119520	2014-11-12	2015-01-01	2015-12-31	1	2015
o10292214	20	2014-02-28	815.57	usd668.50	7112243	2014-02-26	\N	\N	1	2014
o10292214	19	2012-11-30	853.35	usd641.62	7094518	2012-11-28	\N	\N	1	2013
o10292214	18	2011-12-12	635.19	usd489.74	7084617	2011-12-09	\N	\N	1	2012
o10292214	17	2011-04-18	95.39	usd67.73	0072561	2011-03-13	\N	\N	1	rate adjust.for inv:7078301
o10292214	16	2011-01-19	644.98	usd457.95	7078301	2010-12-08	\N	\N	1	2011
o10292214	15	2009-11-11	624.3	usd362.10	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !37025892
o10292214	14	2008-11-27	482.92	usd352.52	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009
o10292214	13	2007-12-10	446.6	usd342.38	0122289	2007-11-11	\N	\N	1	2008
o10292214	12	2006-11-28	511.14	usd339.20	5015519	2006-11-19	\N	\N	1	2007 V 37            !370
o10292214	11	2005-10-17	521.36	usd358.67	6015850	2005-09-21	\N	\N	1	Feb 2006 - Jan 2007  !384
o10292214	10	2004-11-02	493.87	usd334.85	5073678	2004-10-13	\N	\N	1	Feb 2005 - Jan 2006  !384
o10292214	9	2003-11-19	511.6	usd317.96	4073608	2003-11-10	\N	\N	1	Feb 2004 - Jan 2005  !384
o10292214	8	2002-12-12	508.6	usd252.28	3095666	2002-12-05	\N	\N	1	Feb 2003 - Jan 2004  !384
o10292214	7	2001-12-04	557.63	usd229.95	2053328	2001-11-07	\N	\N	1	Feb 2002 - Jan 2003  !384
o10292214	6	2000-12-13	543.41	usd226.80	1091008	2000-12-05	\N	\N	1	Feb 2001 - Jan 2002  !384
o10292214	5	1999-12-15	352.99	usd178.08	0105201	1999-12-07	\N	\N	1	Feb 2000 - Jan 2001  !384
o10292214	4	1998-11-23	306.74	usd160.06	9076559	1998-11-18	\N	\N	1	Feb 1999 - Jan 2000  !384
o10292214	3	1997-12-17	242.75	usd146.28	8081143	1997-12-08	\N	\N	1	Feb 1998 through Jan 1999
o10292214	2	1997-01-06	187.73	usd132.30	S7.045-538	1996-11-12	\N	\N	1	2/97-1/98
o10292214	1	1996-05-07	179.09	usd121.80	S^.036-121	1995-10-12	\N	\N	1	2/96-1/97
o10292214	0	1995-07-06	167.62	usd111.30	S5.049-454	1995-01-23	\N	\N	1	2/95-1/96
o10298113	26	2021-01-18	47.83		43569	2020-11-12	2021-01-01	2021-12-31	1	no.241 & 242
o10298113	25	2020-01-22	47.83		42918	2019-11-14	2020-01-01	2020-12-31	1	no.239 & 240\
o10298113	24	2019-05-08	47.83		42331	2018-11-12	2019-01-01	2019-12-31	1	no.237 & 238\
o10298113	23	2018-02-09	47.83		41611	2017-11-08	2018-01-01	2018-12-31	1	no.235 & 236\
o10298113	22	2016-12-06	47.83		40847	2016-11-04	2017-01-01	2017-12-31	1	no.233 & 234\
o10298113	21	2015-11-20	43.48		40124	2015-11-04	2016-01-01	2016-12-31	1	no.231 & 232\
o10298113	20	2014-12-16	43.48		39455	2014-12-09	2015-01-01	2015-12-31	1	no.229 & 230\
o10298113	19	2013-11-28	43.48		37793	2013-11-11	\N	\N	1	no.227 & 228\
o10298113	18	2012-11-15	43.48		34317	2012-11-02	\N	\N	1	no.225 & 226\
o10298113	17	2011-11-28	43.48		31139	2011-11-16	\N	\N	1	n. 223 & 224\
o10298113	16	2011-01-11	43.43		00027802	2010-11-16	\N	\N	1	no's:221/222\
o10298113	15	2009-12-01	44.4		00024084	2009-11-17	\N	\N	1	nos.219/220\
o10298113	14	2008-12-03	44.4		00020921	2008-11-17	\N	\N	1	nos.217/218\
o10298113	13	2007-11-27	44.4		00016360	2007-11-21	\N	\N	1	nos.215/216\
o10298113	12	2006-12-19	40		00005792	2006-12-05	\N	\N	1	2007\
o10298113	11	2005-12-06	40		00005249	2005-11-15	\N	\N	1	2006\
o10298113	10	2004-12-08	40		00004733	2004-12-03	\N	\N	1	2005\
o10298113	9	2003-11-25	40		00004192	2003-10-28	\N	\N	1	2004\
o10298113	8	2002-11-26	40		00003705	2002-11-13	\N	\N	1	2003\
o10298113	7	2001-12-17	35.51		00003180	2001-11-15	\N	\N	1	nos.203 & 204\
o10298113	6	2000-12-14	35.51		00002758	2000-12-04	\N	\N	1	nos. 201&202\
o10298113	5	1999-11-30	35.51		00002155	1999-11-15	\N	\N	1	nos.199&200\
o10298113	4	1998-12-02	35.51		00001869	1998-11-26	\N	\N	1	nos.197 & 198\
o10298113	3	1997-12-19	35.51		00001119	1970-01-01	\N	\N	1	nos.195-196\
o10298113	2	1996-11-26	35.51		778	1996-11-05	\N	\N	1	nos 193-194 1997\
o10298113	1	1995-12-01	35.51		00000220	1995-11-17	\N	\N	1	nos 191-192 1996\
o10298113	0	1995-05-30	35.51		ZZ0048	1995-05-31	\N	\N	1	"nos 189,190\"
o10298241	39	2021-01-18	201.74		178249	2020-08-31	2020-09-01	2021-08-31	1	Sep20-Aug21\
o10298241	38	2020-01-14	201.74		176038	2019-08-31	2019-09-01	2020-08-31	1	Sep19-Aug20\
o10298241	37	2019-01-29	201.74		173628	2018-08-31	2018-09-01	2019-08-31	1	Sep18-Aug19\
o10298241	36	2017-09-08	201.74		171129	2017-08-31	2017-09-01	2018-08-31	1	Sep17-Aug18\
o10298241	35	2016-09-08	201.74		168336	2016-08-31	2016-09-01	2017-08-31	1	Sep16-Aug17\
o10298241	34	2015-09-09	201.74		165175	2015-08-31	2015-09-01	2016-08-31	1	Sep15-Aug16\
o10298241	33	2014-09-10	193.04		161181	2014-08-31	2014-09-01	2015-08-31	1	Sep14-Aug15\
o10298241	32	2013-09-09	180		156850	2013-08-31	\N	\N	1	Sep13-Aug14\
o10298241	31	2012-09-12	180		152188	2012-08-31	\N	\N	1	Sep12-Aug13\
o10298241	30	2011-09-09	180		146880	2011-08-31	\N	\N	1	9/11-8/12\
o10298241	29	2010-09-07	184		141340	2010-08-31	\N	\N	1	9/10-8/11\
o10298241	28	2010-04-13	-20.28		005269	2010-03-18	\N	\N	1	Cheque 6 mthly\
o10298241	27	2009-09-08	16.89		135066	2009-08-31	\N	\N	1	6 mthly record\
o10298241	26	2009-09-08	184		135066	2009-08-31	\N	\N	1	9/09-8/10\
o10298241	25	2008-09-09	16.89		127981	2008-08-31	\N	\N	1	6 mthly record\
o10298241	24	2008-09-09	184		127981	2008-08-31	\N	\N	1	9/08-8/09\
o10298241	23	2007-09-12	16.89		119788	2007-08-31	\N	\N	1	6 monthly record\
o10298241	22	2007-09-12	181.33		119788	2007-08-31	\N	\N	1	9/07-8/08\
o10298241	21	2006-09-08	15.11		110753	2006-08-31	\N	\N	1	6 mthly record\
o10298241	20	2006-09-08	173.33		110753	2006-08-31	\N	\N	1	9/06-8/07\
o10298241	19	2005-09-14	15.11		101043	2005-08-30	\N	\N	1	6 mthly record\
o10298241	18	2005-09-14	165.33		101043	2005-08-30	\N	\N	1	9/05-8/06\
o10298241	17	2004-09-15	15.11		91860	2004-08-31	\N	\N	1	6 mthly record\
o10298241	16	2004-09-15	158.22		91860	2004-08-31	\N	\N	1	9/04-8/05\
o10298241	15	2003-09-10	15.11		82266	2003-08-31	\N	\N	1	6mthly ecord\
o10298241	14	2003-09-10	154.67		82266	2003-08-31	\N	\N	1	9/03-8/04\
o10298241	13	2002-09-10	13.33		72005	2002-08-31	\N	\N	1	6 mthly record\
o10298241	12	2002-09-10	154.67		72005	2002-08-31	\N	\N	1	9/02-8/03\
o10298241	11	2001-09-12	13.33		62173	2001-08-31	\N	\N	1	6 monthly record\
o10298241	10	2001-09-12	154.67		62173	2001-08-31	\N	\N	1	9/01-8/02\
o10298241	9	2000-09-14	13.33		52398	2000-08-31	\N	\N	1	6 monthly record\
o10298241	8	2000-09-14	154.67		52398	2000-08-31	\N	\N	1	9/00-8/01\
o10298241	7	1999-09-07	13.33		41423	1999-08-31	\N	\N	1	6 monthly record\
o10298241	6	1999-09-07	144		41423	1999-08-31	\N	\N	1	9/99-8/00\
o10298241	5	1998-09-08	13.33		27944	1998-08-31	\N	\N	1	6 monthly record\
o10298241	4	1998-09-08	133.33		27944	1998-08-31	\N	\N	1	9/98-8/99\
o10298241	3	1997-09-11	13.33		15851	1997-08-31	\N	\N	1	6 monthly record\
o10298241	2	1997-09-11	128		15851	1997-08-31	\N	\N	1	9/97-8/98\
o10298241	1	1996-09-20	156.33		1333	1996-08-31	\N	\N	1	9/96-8/97\
o10298241	0	1995-10-17	126.22		1905	1995-09-30	\N	\N	1	9/95-8/96\
o10300302	27	2021-02-04	305.88	usd215.00	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o10300302	26	2020-02-28	345.38	usd215.00	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o10300302	25	2019-01-17	318.2	usd215.00	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o10300302	24	2017-12-04	297.35	usd215.00	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o10300302	23	2016-12-21	302.03	usd212.85	7146317	2016-11-30	2017-01-01	2017-12-31	1	2017
o10300302	22	2015-11-27	312.51	usd205.33	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o10300302	21	2014-12-01	261.49	usd203.18	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o10300302	20	2013-12-03	249.91	usd203.18	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o10300302	19	2013-01-14	267.37	usd201.03	7093551	2012-11-21	\N	\N	1	2013
o10300302	18	2011-12-21	245.39	usd189.20	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o10300302	17	2010-12-16	264.96	usd188.13	7076351	2010-12-01	\N	\N	1	2011
o10300302	16	2009-11-11	310.3	usd179.98	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !39461807
o10300302	15	2008-11-27	218.88	usd159.78	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009
o10300302	14	2007-12-10	168.52	usd129.19	0122289	2007-11-11	\N	\N	1	2008
o10300302	13	2006-10-10	200.27	usd128.17	5003381	2006-09-24	\N	\N	1	2007                 !394
o10300302	12	2006-04-20	51.12	usd31.80	6760802	2006-04-05	\N	\N	1	2005                 !3946
o10300302	11	2005-10-17	184.97	usd127.25	6015850	2005-09-21	\N	\N	1	2006                 !394
o10300302	10	2004-11-02	134.69	usd91.32	5073678	2004-10-13	\N	\N	1	2005                 !3946
o10300302	9	2003-11-19	127.92	usd79.50	4073608	2003-11-10	\N	\N	1	2004                 !3946
o10300302	8	2002-11-26	161.06	usd79.50	3061034	2002-11-05	\N	\N	1	2003                 !3946
o10300302	7	2001-11-06	192.86	usd78.75	2030782	2001-10-16	\N	\N	1	2002                 !3946
o10300302	6	2000-12-11	186.95	usd78.75	1060447	2000-11-07	\N	\N	1	2001                 !3946
o10300302	5	1999-11-02	153.95	usd79.50	0057708	1999-10-12	\N	\N	1	2000                 !3946
o10300302	4	1998-11-02	152.35	usd79.50	9043736	1998-10-13	\N	\N	1	1999                 !3946
o10300302	3	1997-12-04	131.93	usd79.50	8065124	1997-12-11	\N	\N	1	1998
o10300302	2	1996-11-05	112.57	usd78.75	7036568	1996-10-10	\N	\N	1	1997
o10300302	1	1996-05-17	115.79	usd78.75	S6.036-121	1995-10-12	\N	\N	1	v.22 1996
o10300302	0	1995-07-06	110.69	usd73.50	S5.049-454	1995-01-23	\N	\N	1	1995
o10300351	28	2021-02-02	5184.67	usd3644.25	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o10300351	27	2020-02-28	5681.44	usd3536.75	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o10300351	26	2019-01-17	5027.56	usd3397.00	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o10300351	25	2017-12-04	4475.04	usd3235.75	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o10300351	24	2016-12-21	4423.73	usd3117.50	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o10300351	23	2015-11-27	4605.77	usd3026.13	7134813	2015-11-13	2016-01-01	2016-12-31	1	2016
o10300351	22	2014-12-01	3749.35	usd2913.25	7119522	2014-11-21	2015-01-01	2015-12-31	1	2015
o10300351	21	2013-11-28	3464.3	usd2816.50	7102828	2013-11-20	2014-01-01	2014-12-31	1	2014
o10300351	20	2012-12-20	3674.46	usd2762.75	7093552	2012-11-21	2013-01-01	2013-12-31	1	2013
o10300351	19	2011-12-21	3443.86	usd2655.25	7083962	2011-12-09	2012-01-01	2012-12-31	1	2012
o10300351	18	2010-12-20	3595.83	usd2553.13	7077853	2010-12-01	\N	\N	1	2011
o10300351	17	2009-11-11	4158.93	usd2412.23	0317748	2009-10-25	2010-01-01	2010-12-31	1	2010                 !17872408
o10300351	16	2008-11-27	3304.51	usd2412.23	0227441	2008-11-09	2009-01-01	2009-12-31	1	2009
o10300351	15	2007-12-10	2917.42	usd2236.60	0122507	2007-11-11	\N	\N	1	2008
o10300351	14	2006-10-10	2732.81	usd1749.00	5003347	2006-09-24	\N	\N	1	2007                 !17
o10300351	13	2005-10-17	2372.86	usd1632.40	6015851	2005-09-21	\N	\N	1	2006                 !17
o10300351	12	2004-12-15	-198.32	usd-137.80	S5.162-846	2004-12-08	\N	\N	1	Overcharged on inv.5073
o10300351	11	2004-11-02	2454.53	usd1664.20	5073679	2004-10-13	\N	\N	1	2005                 !17
o10300351	10	2003-10-29	2302.02	usd138.86	4009972	2003-10-09	\N	\N	1	2004                 !17
o10300351	9	2002-11-26	2555.47	usd1261.40	3061035	2002-11-05	\N	\N	1	2003                 !17
o10300351	8	2001-11-06	3137.17	usd1281.00	2030782	2001-10-16	\N	\N	1	2002 V 156 - 159     !38
o10300351	7	2001-10-11	476.88	usd194.25	1897135	2001-09-28	\N	\N	1	2001 V 152 - 155     !384
o10300351	6	2000-12-11	2343.14	usd987.00	1060447	2000-11-07	\N	\N	1	2001 V 152 - 155     !384
o10300351	5	1999-11-02	2155.32	usd1113.00	0057708	1999-10-12	\N	\N	1	2000 V 148 - 151     !38
o10300351	4	1998-11-02	1899.34	usd991.10	9043736	1998-10-13	\N	\N	1	1999 V 144 - 147     !384
o10300351	3	1997-12-04	1512.8	usd911.60	8065124	1997-12-11	\N	\N	1	1998 Volumes 140 through
o10300351	2	1996-11-05	1133.16	usd792.75	7036568	1996-10-10	\N	\N	1	1997 Volumes 136 through
o10300351	1	1996-05-17	810.56	usd551.25	S6.036-121	1995-10-12	\N	\N	1	v.132-135 1996
o10300351	0	1995-07-06	759.02	usd504.00	S5.049-454	1995-01-23	\N	\N	1	v.128-131 1995
o1030468x	47	2021-11-15	26.09		INV-1601	2021-10-31	\N	\N	1	"v.40 no.1, 2020"
o1030468x	46	2021-11-15	26.09		INV-1247	2021-04-19	\N	\N	1	"v.40 no.1, 2020"
o1030468x	45	2020-01-09	43.48		96297	2019-12-09	2019-01-01	2019-12-31	2	"v.39 no.1, 2019\"
o1030468x	44	2019-05-08	43.48		91290	2019-03-31	2018-01-01	2018-12-31	2	"v.38 no.2, 2018\"
o1030468x	43	2018-08-21	43.48		85966	2018-08-21	2018-01-01	2018-12-31	2	"v.38 no.1, 2018\"
o1030468x	42	2018-08-21	43.48		76123	2018-02-07	2017-01-01	2017-12-31	2	"v.37 no.2, 2017\"
o1030468x	41	2018-08-21	43.48		75566	2017-08-03	2017-01-01	2017-12-31	2	"v.37 no.1, 2017\"
o1030468x	40	2017-03-23	43.48		66149	2016-12-21	2016-01-01	2016-12-31	2	"v.36 no.1, 2016\"
o1030468x	39	2017-03-13	43.48		66479	2017-02-27	2016-01-01	2016-12-31	2	"v.36 no.2, 2016\"
o1030468x	38	2016-05-02	43.48		54828	2016-01-20	2015-01-01	2015-12-31	2	"v.35 no.1, 2015\"
o1030468x	37	2016-04-15	43.48		63177	2016-04-12	2016-01-01	2016-12-31	2	"v.35 no.2, 2015\"
o1030468x	36	2015-03-13	43.48		48995	2015-03-10	\N	\N	2	"v.34 no.2, 2014\"
o1030468x	35	2014-10-24	43.48		48297	2014-09-15	\N	\N	2	"v.34 no.1, 2014\"
o1030468x	34	2014-10-23	43.48		34873	2014-03-20	\N	\N	2	"v.33 no.2, 2013\"
o1030468x	33	2013-09-02	43.48		34458	2013-08-30	\N	\N	2	"v.33 no.1, 2013\"
o1030468x	32	2013-01-23	43.48		27805	2013-01-21	\N	\N	2	"v.32 no.2, 2012\"
o1030468x	31	2012-07-25	65.22		27359	2012-07-13	\N	\N	3	"v.32 no.1, 2012\"
o1030468x	30	2012-02-08	65.22		126873	2011-12-07	\N	\N	3	"v.31 no.2, 2011\"
o1030468x	29	2011-06-20	65.22		126251	2011-06-14	\N	\N	3	v.31 no.1 2011\
o1030468x	28	2011-01-28	65.22		100753	2011-01-24	\N	\N	3	v.30 no.2 2010\
o1030468x	27	2010-07-05	66.67		100290	2010-06-25	\N	\N	3	v.30 no.1 2010\
o1030468x	26	2009-12-23	66.67		098979	2009-12-21	\N	\N	3	v.29 no.2 2009\
o1030468x	25	2009-07-17	66.67		097276	2009-07-14	\N	\N	3	v.29 no.1 2009\
o1030468x	24	2009-03-24	66.67		083866	2009-03-19	\N	\N	3	v.28 no2 2008\
o1030468x	23	2008-07-18	66.67		083040	2008-07-07	\N	\N	3	v.28 no.1 2008\
o1030468x	22	2008-01-23	66.67		075406	2008-01-17	\N	\N	3	v.27 no.2 2007\
o1030468x	21	2007-08-07	66.57		073508	2007-08-02	\N	\N	3	v.27 no.1\
o1030468x	20	2007-01-19	66.67		063397	2007-01-17	\N	\N	3	v.26 no.4\
o1030468x	19	2006-09-26	66.67		063243	2006-09-20	\N	\N	3	v.26 no.3\
o1030468x	18	2006-03-29	66.67		000662	2006-03-22	\N	\N	3	v.26 no.2\
o1030468x	17	2005-07-06	66.67		SI004358	2005-06-30	\N	\N	3	v.26 no.1\
o1030468x	16	2005-04-06	66.67		S1004056	2005-03-29	\N	\N	3	v.25 no.2\
o1030468x	15	2004-09-29	66.67		SI003753	2004-09-27	\N	\N	3	v.25 no.1\
o1030468x	14	2004-02-18	66.67		SI003042	2004-02-13	\N	\N	3	v.25\
o1030468x	13	2003-08-21	44.44		S1002571	2003-08-19	\N	\N	2	v.24 no.1\
o1030468x	12	2003-08-20	22.22		S1002543	2003-08-07	\N	\N	1	v.24 no.1\
o1030468x	11	2003-02-26	66.67		S10000098	2003-02-17	\N	\N	3	v.24\
o1030468x	10	2002-08-07	66.67		17222	2002-07-19	\N	\N	3	v.23\
o1030468x	9	2002-01-24	66.67		14371	2002-01-15	\N	\N	3	v.22\
o1030468x	8	2001-05-24	66.67		13826	2001-05-11	\N	\N	3	v.21\
o1030468x	7	2000-01-27	44.44		7815	2000-01-18	\N	\N	2	v.20\
o1030468x	6	2000-01-27	22.22		7774	1999-12-23	\N	\N	1	v.20\
o1030468x	5	1998-08-26	22.22		UNIVMA	1998-08-22	\N	\N	1	v.19\
o1030468x	4	1997-06-16	17.78		  	1997-06-03	\N	\N	1	\
o1030468x	3	1996-09-27	13.33		510461	1996-09-17	\N	\N	1	v.17 nos1-2\
o1030468x	2	1996-01-05	13.33		 	1995-12-13	\N	\N	1	v.16 no.2 1994\
o1030468x	1	1996-01-05	13.33		190595	1995-12-13	\N	\N	1	v.16 no.2\
o1030468x	0	1995-07-03	26.67		190595	1995-05-19	\N	\N	2	v.16 no.1\
o10307473	43	2019-11-14	78.25		5296	2019-10-30	2019-01-01	2019-12-31	1	Nov19\
o10307473	42	2019-05-13	78.25		5220	2019-05-06	2019-01-01	2019-12-31	1	May19\
o10307473	41	2019-02-28	73.9		5141	2018-11-06	2018-01-01	2018-12-31	1	Nov18\
o10307473	40	2017-12-12	65.25		4863	2017-11-14	2017-01-01	2017-12-31	1	Nov17\
o10307473	39	2017-03-22	60.9		4863	2017-03-07	2017-01-01	2017-12-31	1	Mar17\
o10307473	38	2016-09-07	56.52		4756	2016-09-07	2016-01-01	2016-12-31	1	Sep16\
o10307473	37	2016-03-08	56.52		4636	2016-03-07	2016-01-01	2016-12-31	1	Mar16\
o10307473	36	2015-09-16	52.17		4506	2015-09-09	\N	\N	1	Sep15\
o10307473	35	2015-05-13	52.17		4361	2015-03-05	\N	\N	1	Mar15\
o10307473	34	2014-09-12	52.17		4212	2014-08-28	\N	\N	1	Sep14\
o10307473	33	2014-06-10	52.18		4054	2014-03-13	\N	\N	1	Mar14\
o10307473	32	2013-03-18	52.18		3697	2013-02-24	\N	\N	1	Mar13\
o10307473	31	2011-11-30	52.18		3075	2011-09-08	\N	\N	1	Sep 2011\
o10307473	30	2011-03-16	52.17		2847	2011-03-09	\N	\N	1	March 2011\
o10307473	29	2010-10-01	53.33		2607	2010-09-17	\N	\N	1	Sept. 2010\
o10307473	28	2010-03-16	44.44		2357	2010-03-03	\N	\N	1	March 2010\
o10307473	27	2009-09-15	44.44		2084	2009-08-30	\N	\N	1	Sept 2009\
o10307473	26	2009-03-11	44.44		1803	2009-03-06	\N	\N	1	March 2009\
o10307473	25	2008-09-24	44.44		1514	2008-09-18	\N	\N	1	Sept 2008\
o10307473	24	2008-04-09	44.44		1238	2008-04-01	\N	\N	1	March 2008\
o10307473	23	2007-10-09	44.44		935	2007-09-28	\N	\N	1	Sept 2007\
o10307473	22	2007-05-07	43.75		626	2007-04-30	\N	\N	1	March 2007\
o10307473	21	2006-08-23	44.45		227A	2006-08-14	\N	\N	1	June 2006\
o10307473	20	2005-09-27	44.45		 	2005-01-27	\N	\N	1	Oct.2005\
o10307473	19	2005-06-21	44.44		50559	2005-06-13	\N	\N	1	April 2005\
o10307473	18	2004-12-08	44.44		100639	2004-12-01	\N	\N	1	2004\
o10307473	17	2004-06-23	44.45		  	2004-01-23	\N	\N	1	2004\
o10307473	16	2003-12-03	31.11		1003211	2003-10-31	\N	\N	1	Oct. 2003\
o10307473	15	2003-05-28	31.11		0403-209	2003-04-30	\N	\N	1	April 2003\
o10307473	14	2002-10-15	31.11		0211	2002-10-07	\N	\N	1	Oct 2002\
o10307473	13	2002-05-16	26.67		00002303	2002-04-30	\N	\N	1	April 2002\
o10307473	12	2001-11-15	26.67		00001821	2001-10-31	\N	\N	1	Oct 2001\
o10307473	11	2001-08-08	26.67		00001203	2001-04-30	\N	\N	1	April 2001\
o10307473	10	2000-11-21	26.66		00000957	2000-11-14	\N	\N	1	Oct 2000\
o10307473	9	2000-05-10	26.67		00000253	2000-04-28	\N	\N	1	April 2000\
o10307473	8	1999-11-17	26.67		254836	1999-11-03	\N	\N	1	Oct.1999\
o10307473	7	1999-05-25	26.66		243966	1999-04-28	\N	\N	1	April 1999\
o10307473	6	1998-11-19	26.66		234927	1998-10-31	\N	\N	1	Oct. 1998\
o10307473	5	1998-05-07	26.66		221973 01	1998-04-29	\N	\N	1	\
o10307473	4	1998-01-12	26.66		  	1997-10-01	\N	\N	1	Oct 1997\
