RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o12775095	121	2010-10-01	44.44		0012224	2010-09-21	\N	\N	1	RR414\
o12775095	120	2010-10-01	8.89		0012224	2010-09-21	\N	\N	1	RR412\
o12775095	119	2010-08-25	22.22		0011107	2010-08-04	\N	\N	1	RR404\
o12775095	118	2010-08-25	31.11		0011107	2010-08-04	\N	\N	1	RR402\
o12775095	117	2010-08-25	31.11		0011107	2010-08-04	\N	\N	1	RR401\
o12775095	116	2010-08-25	44.45		0011107	2010-08-04	\N	\N	1	RR395\
o12775095	115	2010-05-19	15.55		INV0007944	2010-05-11	\N	\N	1	RR400\
o12775095	114	2010-05-19	11.11		INV0007944	2010-05-11	\N	\N	1	RR399\
o12775095	113	2010-05-19	28.89		INV0007944	2010-05-11	\N	\N	1	RR398\
o12775095	112	2010-05-19	15.55		INV0007944	2010-05-11	\N	\N	1	RR396\
o12775095	111	2010-04-20	20		INV0007175	2010-04-09	\N	\N	1	RR385\
o12775095	110	2010-04-20	8.89		INV0007175	2010-04-09	\N	\N	1	RR381\
o12775095	109	2010-04-20	13.33		INV0007177	2010-04-09	\N	\N	1	RR397\
o12775095	108	2010-04-20	17.78		INV0007177	2010-04-09	\N	\N	1	RR394\
o12775095	107	2010-04-20	11.11		INV0007177	2010-04-09	\N	\N	1	RR393\
o12775095	106	2010-04-20	13.33		INV0007177	2010-04-09	\N	\N	1	RR392\
o12775095	105	2010-04-20	22.23		INV0007177	2010-04-09	\N	\N	1	RR391\
o12775095	104	2009-12-09	8.89		INV0003971	2009-11-30	\N	\N	1	RR390\
o12775095	103	2009-12-09	17.78		INV0003971	2009-11-30	\N	\N	1	RR389\
o12775095	102	2009-12-09	31.11		INV0003971	2009-11-30	\N	\N	1	RR388\
o12775095	101	2009-12-09	17.78		INV0003971	2009-11-30	\N	\N	1	RR387\
o12775095	100	2009-12-09	17.78		INV0003971	2009-11-30	\N	\N	1	RR386\
o12775095	99	2009-12-09	40		INV0003971	2009-11-30	\N	\N	1	RR384\
o12775095	98	2009-12-09	-4.45		CRM0000115	2009-11-30	\N	\N	1	incorr chge\
o12775095	97	2009-12-09	-13.33		CRM0000115	2009-11-30	\N	\N	1	incorr. chge\
o12775095	96	2009-12-09	-17.78		CRM0000115	2009-11-30	\N	\N	1	incorr chge\
o12775095	95	2009-12-09	-15.55		CRM0000115	2009-11-30	\N	\N	1	incorr chge\
o12775095	94	2009-12-09	-8.89		CRM0000115	2009-11-30	\N	\N	1	incorr chge\
o12775095	93	2009-12-09	-20		CRM0000115	2009-11-30	\N	\N	1	incorr chge\
o12775095	92	2009-12-01	4.45		INV0003643	2009-11-27	\N	\N	1	RR390\
o12775095	91	2009-12-01	13.33		INV0003643	2009-11-27	\N	\N	1	RR389\
o12775095	90	2009-12-01	17.78		INV0003643	2009-11-27	\N	\N	1	RR388\
o12775095	89	2009-12-01	15.55		INV0003643	2009-11-27	\N	\N	1	RR387\
o12775095	88	2009-12-01	8.89		INV0003643	2009-11-27	\N	\N	1	RR386\
o12775095	87	2009-12-01	20		INV0003643	2009-11-27	\N	\N	1	RR384\
o12775095	86	2009-09-28	13.34		0001887	2009-09-22	\N	\N	1	RR383\
o12775095	85	2009-09-28	17.78		0001887	2009-09-22	\N	\N	1	RR382\
o12775095	84	2009-09-28	15.56		0001887	2009-09-22	\N	\N	1	RR380\
o12775095	83	2009-09-28	8.89		0001887	2009-09-22	\N	\N	1	RR379\
o12775095	82	2009-09-28	28.88		0001887	2009-09-22	\N	\N	1	RR 378  2v.\
o12775095	81	2009-09-28	11.11		0001887	2009-09-22	\N	\N	1	RR377\
o12775095	80	2009-07-01	13.33		055674	2009-06-26	\N	\N	1	RR376\
o12775095	79	2009-07-01	22.22		055674	2009-06-26	\N	\N	1	RR375\
o12775095	78	2009-05-11	8.89		054577	2009-05-07	\N	\N	1	RR374\
o12775095	77	2009-05-11	6.66		054577	2009-05-07	\N	\N	1	RR373\
o12775095	76	2009-05-11	11.11		054577	2009-05-07	\N	\N	1	RR350\
o12775095	75	2009-04-22	6.66		054106	2009-04-15	\N	\N	1	RR371\
o12775095	74	2009-04-22	8.89		054106	2009-04-15	\N	\N	1	RR370\
o12775095	73	2009-04-22	8.89		054106	2009-04-15	\N	\N	1	RR369\
o12775095	72	2009-04-22	11.11		054106	2009-04-15	\N	\N	1	RR368\
o12775095	71	2009-04-22	6.66		054106	2009-04-15	\N	\N	1	RR359\
o12775095	70	2009-02-24	8.89		052646	2009-02-18	\N	\N	1	RR365\
o12775095	69	2009-02-24	13.34		052641	2009-02-18	\N	\N	1	RR364\
o12775095	68	2009-02-24	11.11		052641	2009-02-18	\N	\N	1	RR367\
o12775095	67	2009-02-24	11.11		052641	2009-02-18	\N	\N	1	RR366\
o12775095	66	2009-02-24	8.89		052641	2009-02-18	\N	\N	1	RR363\
o12775095	65	2009-01-07	8.89		051714	2008-12-11	\N	\N	1	RR363\
o12775095	64	2009-01-07	20		051714	2008-12-11	\N	\N	1	RR361\
o12775095	63	2009-01-07	8.89		051714	2008-12-11	\N	\N	1	RR358\
o12775095	62	2009-01-07	8.89		051714	2008-12-11	\N	\N	1	RR351\
o12775095	61	2008-12-09	8.89		051499	2008-12-04	\N	\N	1	RR362\
o12775095	60	2008-11-26	6.66		051012	2008-11-17	\N	\N	1	RR360\
o12775095	59	2008-11-26	17.78		051012	2008-11-17	\N	\N	1	RR363\
o12775095	58	2008-09-17	22.22		049622	2008-09-11	\N	\N	1	RR357\
o12775095	57	2008-09-17	8.89		049622	2008-09-11	\N	\N	1	RR356\
o12775095	56	2008-09-17	26.67		049622	2008-09-11	\N	\N	1	RR353\
o12775095	55	2008-09-17	26.66		049622	2008-09-11	\N	\N	1	RR352\
o12775095	54	2008-07-29	17.78		048566	2008-07-09	\N	\N	1	RR349\
o12775095	53	2008-07-29	22.22		048566	2008-07-09	\N	\N	1	RR348\
o12775095	52	2008-07-29	22.22		048566	2008-07-09	\N	\N	1	RR347\
o12775095	51	2008-06-24	22.22		047966	2008-06-18	\N	\N	1	RR335\
o12775095	50	2008-06-24	22.22		047966	2008-06-18	\N	\N	1	RR346\
o12775095	49	2008-06-24	40		047966	2008-06-18	\N	\N	1	RR344\
o12775095	48	2008-06-04	22.22		047406	2008-05-22	\N	\N	1	RR339\
o12775095	47	2008-05-12	22.22		074033	2008-05-09	\N	\N	1	RR345\
o12775095	46	2008-05-12	17.78		074033	2008-05-09	\N	\N	1	RR337\
o12775095	45	2008-04-09	26.67		045998	2008-04-03	\N	\N	1	RR305\
o12775095	44	2008-04-09	17.78		045998	2008-04-03	\N	\N	1	RR343\
o12775095	43	2008-04-01	17.78		045871	2008-03-27	\N	\N	1	RR334\
o12775095	42	2008-03-13	17.78		045385	2008-03-05	\N	\N	1	RR342\
o12775095	41	2008-03-13	22.22		045385	2008-03-05	\N	\N	1	RR341\
o12775095	40	2008-03-13	17.78		045367	2008-03-05	\N	\N	1	RR336\
o12775095	39	2008-03-13	17.78		045367	2008-03-05	\N	\N	1	RR338\
o12775095	38	2008-03-13	22.22		045367	2008-03-05	\N	\N	1	RR340\
o12775095	37	2008-01-29	17.78		044459	2008-01-22	\N	\N	1	RR331\
o12775095	36	2008-01-08	44.45		044115	2007-12-24	\N	\N	1	RR330\
o12775095	35	2007-12-18	22.22		043766	2007-12-11	\N	\N	1	RR333\
o12775095	34	2007-12-10	17.78		043534	2007-11-30	\N	\N	1	RR326\
o12775095	33	2007-10-24	8.89		042652	2007-10-17	\N	\N	1	RR329\
o12775095	32	2007-09-25	26.66		041944	2007-09-20	\N	\N	1	RR328\
o12775095	31	2007-09-06	26.67		041626	2007-09-04	\N	\N	1	RR327\
o12775095	30	2007-09-06	22.22		041626	2007-09-04	\N	\N	1	RR325\
o12775095	29	2007-09-06	31.11		041626	2007-09-04	\N	\N	1	RR324\
o12775095	28	2007-08-20	26.67		041350	2007-08-15	\N	\N	1	RR323\
o12775095	27	2007-08-07	17.78		040864	2007-07-31	\N	\N	1	RR322\
o12775095	26	2007-08-07	26.66		040864	2007-07-31	\N	\N	1	RR320\
o12775095	25	2007-07-31	17.78		040761	2007-07-25	\N	\N	1	RR321\
o12775095	24	2007-06-26	31.11		039983	2007-06-15	\N	\N	1	Rr319\
o12775095	23	2007-06-26	22.22		039983	2007-06-15	\N	\N	1	RR318\
o12775095	22	2007-05-15	31.11		038913	2007-05-09	\N	\N	1	RR 317\
o12775095	21	2007-04-24	62.22		038354	2007-04-17	\N	\N	1	"RR312,315\"
o12775095	20	2007-04-04	75.56		037465	2007-03-26	\N	\N	1	"RR271,311,313,314\"
o12775095	19	2007-01-19	17.78		035689	2007-01-15	\N	\N	1	no.308\
o12775095	18	2006-11-23	22.22		034553	2006-11-15	\N	\N	1	no.303\
o12775095	17	2006-11-23	40		034553	2006-11-15	\N	\N	1	no.302\
o12775095	16	2006-11-23	35.56		034553	2006-11-15	\N	\N	1	no.294\
o12775095	15	2006-11-23	22.22		034564	2006-11-16	\N	\N	1	no.310\
o12775095	14	2006-11-23	17.78		034564	2006-11-16	\N	\N	1	no.309\
o12775095	13	2006-11-23	31.11		034564	2006-11-16	\N	\N	1	no.307\
o12775095	12	2006-11-23	17.78		034564	2006-11-16	\N	\N	1	no.306\
o12775095	11	2006-11-23	26.67		034564	2006-11-16	\N	\N	1	no.304\
o12775095	10	2006-10-12	22.22		030638	2006-04-20	\N	\N	1	no.277\
o12775095	9	2006-10-12	26.67		030595	2006-03-21	\N	\N	1	no.288\
o12775095	8	2006-10-12	22.22		030595	2006-03-21	\N	\N	1	no.286\
o12775095	7	2006-10-06	57.78		033506	2006-09-30	\N	\N	1	"nos.296,299\"
o12775095	6	2006-10-06	57.78		032161	2006-08-08	\N	\N	1	no.295\
o12775095	5	2006-10-06	164.45		033281	2006-09-22	\N	\N	1	"nos.290,297,298,300,301\"
o12775095	4	2005-07-13	22.22		958	2005-01-10	\N	\N	1	Foamed bitumen stabilisation...\
o12775095	3	2005-07-12	17.78		1145	2005-06-27	\N	\N	1	Treatment of road...\
o12775095	2	2004-12-22	17.78		915	2004-12-09	\N	\N	1	Employer travel plans...\
o12775095	1	2004-12-22	22.22		915	2004-12-09	\N	\N	1	Strategic environment...\
o12775095	0	2004-12-08	40		894	2004-11-23	\N	\N	1	Integ.stormwater\
o12814246	69	2021-11-03	677.13		6143901154	2021-09-22	\N	\N	1	v.269 Parts 1-4
o12814246	68	2021-11-02	-778.7		6143901154	2021-09-22	\N	\N	1	GST input error
o12814246	67	2021-11-01	778.7		6143901154	2021-09-22	\N	\N	1	v.269 Parts 1-4\
o12814246	66	2021-08-10	708.45		6142244512	2021-06-18	\N	\N	1	v.268 parts 1-4\
o12814246	65	2021-02-01	153.64		6139078905	2020-12-29	2021-01-01	2021-12-31	1	Index v.245-266\
o12814246	64	2021-01-18	699.29		6138963839	2020-12-17	2021-01-01	2021-12-31	1	2021\
o12814246	63	2020-09-23	713.61		6136654644	2020-08-14	2020-01-01	2020-12-31	1	v.266 parts 1-4\
o12814246	62	2020-06-25	700.17		6135535838	2020-06-17	2020-01-01	2020-12-31	1	v.265 parts 1-4\
o12814246	61	2019-12-12	160.04		6131717457	2019-11-30	2019-01-01	2019-12-31	1	Index v.245-263\
o12814246	60	2019-11-13	705.61		6130987526	2019-10-22	2019-01-01	2019-12-31	1	v.264 parts 1-4\
o12814246	59	2019-07-03	690.9		6128839492	2019-06-22	2019-01-01	2019-12-31	1	v.263 parts 1-4\
o12814246	58	2019-06-25	696.38		6125544744	2018-12-07	2019-01-01	2019-12-31	1	v.262 parts 1-4\
o12814246	57	2018-12-21	168.84		6125581144	2018-12-11	2018-01-01	2018-12-31	1	Index v.245-260\
o12814246	56	2018-09-19	715.66		6123870468	2018-09-14	2018-01-01	2018-12-31	1	v.261 parts 1-4\
o12814246	55	2018-06-21	690.89		6121121731	2018-04-12	2018-01-01	2018-12-31	1	v.260 parts 1-4\
o12814246	54	2018-01-15	170.71		6119050606	2017-12-23	2017-01-01	2017-12-31	1	Index\
o12814246	53	2017-10-20	673.85		6117185050	2017-09-21	2017-01-01	2017-12-31	1	v.259 parts 1-4\
o12814246	52	2017-06-13	641.17		6115405309	2017-06-06	2017-01-01	2017-12-31	1	v.258 parts 1-4\
o12814246	51	2017-01-05	617.6		6112177371	2016-12-20	2017-01-01	2017-12-31	1	v.257 parts 1-4\
o12814246	50	2016-08-31	632.28		6109720227	2016-08-13	2016-01-01	2016-12-31	1	v.256 parts 1-4\
o12814246	49	2016-05-02	637.35		6107450876	2016-04-19	2016-01-01	2016-12-31	1	v.255 parts 1-4\
o12814246	48	2016-01-06	158.09		6105119796	2015-12-14	2015-01-01	2015-12-31	1	Index v.245-253\
o12814246	47	2015-11-20	606.97		6104422934	2015-11-11	2015-01-01	2015-12-31	1	v.254 parts 1-4\
o12814246	46	2015-07-02	633.41		6101607334	2015-06-25	\N	\N	1	v.253 parts 1-4\
o12814246	45	2015-07-02	583.53		6099193081	2015-02-20	\N	\N	1	v.252 parts 1-4\
o12814246	44	2015-01-27	105.45		6098120652	2014-12-23	\N	\N	1	Index v.245-250\
o12814246	43	2014-11-24	611.1		6097322701	2014-11-14	2015-01-01	2015-12-31	1	v.251 parts 1-4\
o12814246	42	2014-08-14	601.9		6095392719	2014-08-05	\N	\N	1	v.250 parts 1-4\
o12814246	41	2014-05-28	582.73		6093653099	2014-05-14	\N	\N	1	v.249 parts 1-4\
o12814246	40	2014-01-14	65.5		6090845095	2013-12-20	\N	\N	1	Index v.245-247\
o12814246	39	2014-01-07	580.82		6090756663	2013-12-17	\N	\N	1	v.248 parts 1-4\
o12814246	38	2013-09-04	610.45		6088273064	2013-08-24	\N	\N	1	v.247 parts 1-4\
o12814246	37	2013-06-28	644.92		6086493338	2013-05-20	\N	\N	1	v.246 parts 1-4\
o12814246	36	2013-06-28	262		6086493340	2013-05-20	\N	\N	1	Index v.219-244\
o12814246	35	2013-05-28	638.43		6086490838	2013-05-18	\N	\N	1	v.245 parts 1-4\
o12814246	34	2012-05-16	693.96		1678029	2012-04-23	\N	\N	1	v.244 parts 1-4\
o12814246	33	2012-01-24	111.35		1333911	2012-01-10	\N	\N	1	Index v.219-242\
o12814246	32	2011-12-02	670.48		1661444	2011-11-28	\N	\N	1	v.243 parts 1-4\
o12814246	31	2011-06-27	670.48		1640777	2011-06-20	\N	\N	1	v.242 parts 1-4\
o12814246	30	2011-01-12	652.62		1616931	2010-11-26	\N	\N	1	v.241 parts 1-4\
o12814246	29	2010-06-03	637.67		1593697	2010-05-27	\N	\N	1	v.240\
o12814246	28	2010-01-26	274.5		1576870	2010-01-08	\N	\N	1	index v.219-237\
o12814246	27	2010-01-19	600.02		1575537	2009-12-22	\N	\N	1	v.239\
o12814246	26	2009-12-15	600.02		1570785	2009-11-23	\N	\N	1	v.238\
o12814246	25	2009-09-01	614.77		1556780	2009-08-17	\N	\N	1	v.237\
o12814246	24	2009-06-09	590.18		1544754	2009-05-26	\N	\N	1	v.236\
o12814246	23	2009-03-31	614.77		1533708	2009-03-16	\N	\N	1	v.235\
o12814246	22	2009-01-07	184.8		1525961	2009-01-05	\N	\N	1	index v.219-232\
o12814246	21	2009-01-07	532.51		1525119	2008-12-15	\N	\N	1	v.234\
o12814246	20	2008-11-10	570.55		1518073	2008-11-03	\N	\N	1	v.233\
o12814246	19	2008-09-02	589.56		1506402	2008-08-18	\N	\N	1	v.232\
o12814246	18	2008-07-02	561.03		1499197	2008-06-24	\N	\N	1	v.231\
o12814246	17	2008-03-18	561.03		1479922	2008-03-10	\N	\N	1	v.230\
o12814246	16	2008-01-15	544.95		1472104	2008-01-07	\N	\N	1	v.229\
o12814246	15	2007-12-18	153.4		1466701	2007-12-03	\N	\N	1	Index v.219-227\
o12814246	14	2007-10-09	544.95		1453991	2007-09-25	\N	\N	1	v.228\
o12814246	13	2007-08-29	517.23		1449773	2007-08-20	\N	\N	1	v.227\
o12814246	12	2007-06-26	517.23		1441850	2007-06-21	\N	\N	1	v.226\
o12814246	11	2007-03-27	517.23		1423641	2007-03-19	\N	\N	1	v.225\
o12814246	10	2007-01-16	57		1414629	2007-01-15	\N	\N	1	index v.219-22\
o12814246	9	2007-01-04	487.08		1412741	2006-12-20	\N	\N	1	v.224\
o12814246	8	2006-10-30	487.08		1401641	2006-10-24	\N	\N	1	v.223\
o12814246	7	2006-08-29	525.54		1392977	2006-08-28	\N	\N	1	v.222\
o12814246	6	2006-03-01	440.05		1359008	2006-02-23	\N	\N	1	v.221\
o12814246	5	2006-02-22	252		1353491	2006-01-10	\N	\N	1	Index v.185-218\
o12814246	4	2005-12-21	407.59		1352485	2005-12-19	\N	\N	1	v.220\
o12814246	3	2005-11-16	407.59		1343359	2005-11-10	\N	\N	1	v.219\
o12814246	2	2005-09-20	407.59		1334010	2005-09-12	\N	\N	1	v.218\
o12814246	1	2005-05-31	397.09		1314888	2005-05-24	\N	\N	1	v.217 pt.1\
o12814246	0	2005-02-03	139.36		1293926	2005-01-13	\N	\N	1	Con. Index v.185-214.\
o12839206	13	2019-07-31	100		Kairaranga2019	2019-07-31	2019-01-01	2019-12-31	2	2019 v.20 no.1&2\
o12839206	12	2017-07-11	100		Kairaranga2017	2017-07-11	2017-01-01	2017-12-31	2	2017 v.18 no.1&2\
o12839206	11	2016-07-05	100		Kairaranga2016	2016-07-05	2016-01-01	2016-12-31	2	2016 v.17 no.1&2\
o12839206	10	2015-06-10	100		Kairaranga2015	2015-06-09	2015-01-01	2015-12-31	2	2015 v.16 no.1&2\
o12839206	9	2013-12-19	100		Kairaranga	2013-12-19	\N	\N	2	2014 v.15 no.1&2\
o12839206	8	2013-12-19	50		Kairaranga	2013-12-19	\N	\N	2	2013 v.14 no.2\
o12839206	7	2013-08-12	50		Kairaranga	2013-08-07	\N	\N	2	2013 v.14 no.1\
o12839206	6	2012-05-21	86.96		415	2012-05-09	\N	\N	2	2011 v.12\
o12839206	5	2009-11-25	105		HB2511-3	2009-11-24	\N	\N	3	v.11.2010\
o12839206	4	2009-09-11	60		HB1109-1	2009-09-10	\N	\N	3	v.10 no.1.12009\
o12839206	3	2009-04-07	75		1001	2009-04-07	\N	\N	3	2008\
o12839206	2	2007-06-26	75		768573	2007-06-18	\N	\N	3	2007\
o12839206	1	2006-06-06	75		678258	2006-05-31	\N	\N	3	2006\
o12839206	0	2005-06-14	75		532758	2005-05-31	\N	\N	3	2005\
o12851954	12	2021-05-26	60		MENZA2021	2021-05-26	\N	\N	1	May21-Apr22\
o12851954	11	2020-05-04	60		MENZA2020	2020-05-04	2020-05-01	2021-04-30	1	May20-Apr21\
o12851954	10	2019-05-08	60		Menza2019	2019-05-03	2019-05-01	2020-04-30	1	May19-Apr20\
o12851954	9	2018-05-17	60		MENZA18/19	2018-05-11	2018-05-01	2019-04-30	1	May18-Apr19\
